competencia,uf,cod_subgrupo,nome_subgrupo,qtd_aprovada,valor_total
2020-04,BR,0201,Anatomia patol<c3><b3>gica,1084510,16924007.65
2020-05,BR,0201,Anatomia patol<c3><b3>gica,1045042,16739910.87
2020-06,BR,0201,Anatomia patol<c3><b3>gica,1604136,22967394.54
2020-07,BR,0201,Anatomia patol<c3><b3>gica,1498865,21990424.87
2020-08,BR,0201,Anatomia patol<c3><b3>gica,1537715,22057216.69
2020-09,BR,0201,Anatomia patol<c3><b3>gica,1885230,28146928.79
2020-10,BR,0201,Anatomia patol<c3><b3>gica,1833451,26858094.32
2020-11,BR,0201,Anatomia patol<c3><b3>gica,1826821,27336723.05
2020-12,BR,0201,Anatomia patol<c3><b3>gica,1895756,28869223.49
2021-01,BR,0201,Anatomia patol<c3><b3>gica,1737282,27647330.88
2021-02,BR,0201,Anatomia patol<c3><b3>gica,1754045,27959874.72
2021-03,BR,0201,Anatomia patol<c3><b3>gica,1833749,27696023.95
2021-04,BR,0201,Anatomia patol<c3><b3>gica,2161901,31994992.43
2021-05,BR,0201,Anatomia patol<c3><b3>gica,2106412,30745636.16
2021-06,BR,0201,Anatomia patol<c3><b3>gica,2042220,32709952.5
2021-07,BR,0201,Anatomia patol<c3><b3>gica,2366550,33718615.06
2021-08,BR,0201,Anatomia patol<c3><b3>gica,2426799,38396638.19
2021-09,BR,0201,Anatomia patol<c3><b3>gica,2392149,35988410.59
2021-10,BR,0201,Anatomia patol<c3><b3>gica,2367875,36941670.75
2021-11,BR,0201,Anatomia patol<c3><b3>gica,2458361,35903316.68
2021-12,BR,0201,Anatomia patol<c3><b3>gica,2339199,33534953.36
2022-01,BR,0201,Anatomia patol<c3><b3>gica,2443634,35315667.14
2022-02,BR,0201,Anatomia patol<c3><b3>gica,2338044,36210418.88
2022-03,BR,0201,Anatomia patol<c3><b3>gica,2528820,37337038.44
2022-04,BR,0201,Anatomia patol<c3><b3>gica,2454175,36245681.9
2022-05,BR,0201,Anatomia patol<c3><b3>gica,2522866,37550369.85
2022-06,BR,0201,Anatomia patol<c3><b3>gica,2457573,36109610.62
2022-07,BR,0201,Anatomia patol<c3><b3>gica,2508140,36860717.23
2022-08,BR,0201,Anatomia patol<c3><b3>gica,2457266,35419809.04
2022-09,BR,0201,Anatomia patol<c3><b3>gica,2406478,36754002.32
2022-10,BR,0201,Anatomia patol<c3><b3>gica,2343313,36363045.62
2022-11,BR,0201,Anatomia patol<c3><b3>gica,2417880,35619482.62
2022-12,BR,0201,Anatomia patol<c3><b3>gica,2410736,36574903.61
2023-01,BR,0201,Anatomia patol<c3><b3>gica,2498425,38569210.27
2023-02,BR,0201,Anatomia patol<c3><b3>gica,2440656,36513943.16
2023-03,BR,0201,Anatomia patol<c3><b3>gica,2481848,39381207.77
2023-04,BR,0201,Anatomia patol<c3><b3>gica,2635904,38550395.94
2023-05,BR,0201,Anatomia patol<c3><b3>gica,2708567,43115943.47
2023-06,BR,0201,Anatomia patol<c3><b3>gica,2557433,39216658.86
2023-07,BR,0201,Anatomia patol<c3><b3>gica,2474858,35764976.44
2023-08,BR,0201,Anatomia patol<c3><b3>gica,2618569,39361183.39
2023-09,BR,0201,Anatomia patol<c3><b3>gica,2458733,36179255.18
2023-10,BR,0201,Anatomia patol<c3><b3>gica,2416653,34586076.02
2023-11,BR,0201,Anatomia patol<c3><b3>gica,2442455,35181451.69
2023-12,BR,0201,Anatomia patol<c3><b3>gica,2487602,38363279.34
2024-01,BR,0201,Anatomia patol<c3><b3>gica,2468361,38689084.83
2024-02,BR,0201,Anatomia patol<c3><b3>gica,2623130,41886979.42
2024-03,BR,0201,Anatomia patol<c3><b3>gica,2616426,36789493.46
2024-04,BR,0201,Anatomia patol<c3><b3>gica,2592500,39215533.83
2024-05,BR,0201,Anatomia patol<c3><b3>gica,2658866,40543818.11
2024-06,BR,0201,Anatomia patol<c3><b3>gica,2607430,36693853.49
2024-07,BR,0201,Anatomia patol<c3><b3>gica,2554282,36692935.13
2024-08,BR,0201,Anatomia patol<c3><b3>gica,2623689,41027094.37
2024-09,BR,0201,Anatomia patol<c3><b3>gica,2535602,36285901.89
2024-10,BR,0201,Anatomia patol<c3><b3>gica,2525732,39077024.61
2024-11,BR,0201,Anatomia patol<c3><b3>gica,2482561,39675139.43
2024-12,BR,0201,Anatomia patol<c3><b3>gica,2551256,36778280.58
2025-01,BR,0201,Anatomia patol<c3><b3>gica,2663657,40128652.86
2025-02,BR,0201,Anatomia patol<c3><b3>gica,2746369,40644169.24
2025-03,BR,0201,Anatomia patol<c3><b3>gica,2733520,43446530.54
2025-04,BR,0201,Anatomia patol<c3><b3>gica,2855061,45524948.79
2025-05,BR,0201,Anatomia patol<c3><b3>gica,2791565,40914001.64
2025-06,BR,0201,Anatomia patol<c3><b3>gica,2755390,41347127.18
2025-07,BR,0201,Anatomia patol<c3><b3>gica,2835753,39987860.38
2025-08,BR,0201,Anatomia patol<c3><b3>gica,2655267,41140406.96
2025-09,BR,0201,Anatomia patol<c3><b3>gica,2813814,39692244.09
2018-01,SP,0201,Anatomia patol<c3><b3>gica,552100,7860757.16
2018-02,SP,0201,Anatomia patol<c3><b3>gica,543920,7653886.12
2018-03,SP,0201,Anatomia patol<c3><b3>gica,553176,7979210.6
2018-04,SP,0201,Anatomia patol<c3><b3>gica,522347,7613342.16
2018-05,SP,0201,Anatomia patol<c3><b3>gica,534735,8448238.26
2018-06,SP,0201,Anatomia patol<c3><b3>gica,589778,9443817.15
2018-07,SP,0201,Anatomia patol<c3><b3>gica,529581,8276051.64
2018-08,SP,0201,Anatomia patol<c3><b3>gica,579999,9039886.66
2018-09,SP,0201,Anatomia patol<c3><b3>gica,567604,8491306.31
2018-10,SP,0201,Anatomia patol<c3><b3>gica,518238,7721830.48
2018-11,SP,0201,Anatomia patol<c3><b3>gica,544088,8120947.84
2018-12,SP,0201,Anatomia patol<c3><b3>gica,563412,8279364.41
2019-01,SP,0201,Anatomia patol<c3><b3>gica,578941,8365276.99
2019-02,SP,0201,Anatomia patol<c3><b3>gica,554315,8726527.32
2019-03,SP,0201,Anatomia patol<c3><b3>gica,559127,8626425.69
2019-04,SP,0201,Anatomia patol<c3><b3>gica,545257,8750693.01
2019-05,SP,0201,Anatomia patol<c3><b3>gica,532302,8448502.47
2019-06,SP,0201,Anatomia patol<c3><b3>gica,592987,9190927.61
2019-07,SP,0201,Anatomia patol<c3><b3>gica,607283,9099765.16
2019-08,SP,0201,Anatomia patol<c3><b3>gica,586547,8975481.86
2019-09,SP,0201,Anatomia patol<c3><b3>gica,621074,8819716.63
2019-10,SP,0201,Anatomia patol<c3><b3>gica,560973,8398587.47
2019-11,SP,0201,Anatomia patol<c3><b3>gica,548710,8101961.12
2019-12,SP,0201,Anatomia patol<c3><b3>gica,540571,7695965.76
2020-01,SP,0201,Anatomia patol<c3><b3>gica,621308,8880012.09
2020-02,SP,0201,Anatomia patol<c3><b3>gica,587628,9022687.23
2020-03,SP,0201,Anatomia patol<c3><b3>gica,262109,4116169.22
2020-04,SP,0201,Anatomia patol<c3><b3>gica,253953,4020876.26
2020-05,SP,0201,Anatomia patol<c3><b3>gica,263034,4102353.91
2020-06,SP,0201,Anatomia patol<c3><b3>gica,372116,5508759.31
2020-07,SP,0201,Anatomia patol<c3><b3>gica,384727,5643906.03
2020-08,SP,0201,Anatomia patol<c3><b3>gica,401709,6054118.67
2020-09,SP,0201,Anatomia patol<c3><b3>gica,503833,7249471.82
2020-10,SP,0201,Anatomia patol<c3><b3>gica,446597,6778578.87
2020-11,SP,0201,Anatomia patol<c3><b3>gica,473232,7366001.46
2020-12,SP,0201,Anatomia patol<c3><b3>gica,461992,6624559.89
2021-01,SP,0201,Anatomia patol<c3><b3>gica,424200,6105096.1
2021-02,SP,0201,Anatomia patol<c3><b3>gica,488664,7561862.52
2021-03,SP,0201,Anatomia patol<c3><b3>gica,469715,6788860.75
2021-04,SP,0201,Anatomia patol<c3><b3>gica,502769,7138122.74
2021-05,SP,0201,Anatomia patol<c3><b3>gica,583610,8309346.79
2021-06,SP,0201,Anatomia patol<c3><b3>gica,554778,8199864.39
2021-07,SP,0201,Anatomia patol<c3><b3>gica,603267,8520094.14
2021-08,SP,0201,Anatomia patol<c3><b3>gica,586855,8577234.08
2021-09,SP,0201,Anatomia patol<c3><b3>gica,619809,9294465.34
2021-10,SP,0201,Anatomia patol<c3><b3>gica,568513,9065681.5
2021-11,SP,0201,Anatomia patol<c3><b3>gica,571096,8000360.74
2021-12,SP,0201,Anatomia patol<c3><b3>gica,591672,8994688.53
2022-01,SP,0201,Anatomia patol<c3><b3>gica,582150,8886601.01
2022-02,SP,0201,Anatomia patol<c3><b3>gica,590505,8436543.57
2022-03,SP,0201,Anatomia patol<c3><b3>gica,650052,9837661.94
2022-04,SP,0201,Anatomia patol<c3><b3>gica,610475,8817164.49
2022-05,SP,0201,Anatomia patol<c3><b3>gica,636858,9535527.34
2022-06,SP,0201,Anatomia patol<c3><b3>gica,586346,8527983.35
2022-07,SP,0201,Anatomia patol<c3><b3>gica,627630,8973598.87
2022-08,SP,0201,Anatomia patol<c3><b3>gica,647038,10059395.63
2022-09,SP,0201,Anatomia patol<c3><b3>gica,573223,8806997.15
2022-10,SP,0201,Anatomia patol<c3><b3>gica,601116,8689200.59
2022-11,SP,0201,Anatomia patol<c3><b3>gica,551020,8716675.54
2022-12,SP,0201,Anatomia patol<c3><b3>gica,628166,8967267.29
2023-01,SP,0201,Anatomia patol<c3><b3>gica,574375,8538585.8
2023-02,SP,0201,Anatomia patol<c3><b3>gica,617096,9366509.42
2023-03,SP,0201,Anatomia patol<c3><b3>gica,611116,9412125.35
2023-04,SP,0201,Anatomia patol<c3><b3>gica,620019,8771548.22
2023-05,SP,0201,Anatomia patol<c3><b3>gica,671667,10435934.16
2023-06,SP,0201,Anatomia patol<c3><b3>gica,654125,9986530.95
2023-07,SP,0201,Anatomia patol<c3><b3>gica,529893,8176371.77
2023-08,SP,0201,Anatomia patol<c3><b3>gica,602056,8787792.48
2023-09,SP,0201,Anatomia patol<c3><b3>gica,633634,8993254.36
2023-10,SP,0201,Anatomia patol<c3><b3>gica,577876,8581916.31
2023-11,SP,0201,Anatomia patol<c3><b3>gica,641002,9036863.41
2023-12,SP,0201,Anatomia patol<c3><b3>gica,611846,8646959.09
2024-01,SP,0201,Anatomia patol<c3><b3>gica,699468,9830344.76
2024-02,SP,0201,Anatomia patol<c3><b3>gica,649026,9535861.73
2024-03,SP,0201,Anatomia patol<c3><b3>gica,633318,8941147.5
2024-04,SP,0201,Anatomia patol<c3><b3>gica,641240,9667150.08
2024-05,SP,0201,Anatomia patol<c3><b3>gica,656520,9629030.92
2024-06,SP,0201,Anatomia patol<c3><b3>gica,651911,10271655.99
2024-07,SP,0201,Anatomia patol<c3><b3>gica,640379,9164246.88
2024-08,SP,0201,Anatomia patol<c3><b3>gica,636881,8968281.2
2024-09,SP,0201,Anatomia patol<c3><b3>gica,660381,9718040.77
2024-10,SP,0201,Anatomia patol<c3><b3>gica,610776,9185759.75
2024-11,SP,0201,Anatomia patol<c3><b3>gica,639160,8950544.85
2024-12,SP,0201,Anatomia patol<c3><b3>gica,700385,11151663.49
2025-01,SP,0201,Anatomia patol<c3><b3>gica,678207,10623844.15
2025-02,SP,0201,Anatomia patol<c3><b3>gica,614158,9017258.72
2025-03,SP,0201,Anatomia patol<c3><b3>gica,717160,10417857.2
2025-04,SP,0201,Anatomia patol<c3><b3>gica,722518,11341673.07
2025-05,SP,0201,Anatomia patol<c3><b3>gica,676529,10807361.62
2025-06,SP,0201,Anatomia patol<c3><b3>gica,647141,10117855.56
2025-07,SP,0201,Anatomia patol<c3><b3>gica,679375,9769664.74
2025-08,SP,0201,Anatomia patol<c3><b3>gica,686388,10338650.33
2025-09,SP,0201,Anatomia patol<c3><b3>gica,678785,10224385.16
2018-01,RJ,0201,Anatomia patol<c3><b3>gica,195270,2743580.79
2018-02,RJ,0201,Anatomia patol<c3><b3>gica,213005,3061365.22
2018-03,RJ,0201,Anatomia patol<c3><b3>gica,205702,3040282.33
2018-04,RJ,0201,Anatomia patol<c3><b3>gica,213473,3374747.39
2018-05,RJ,0201,Anatomia patol<c3><b3>gica,207017,3143277.58
2018-06,RJ,0201,Anatomia patol<c3><b3>gica,203279,3138420.33
2018-07,RJ,0201,Anatomia patol<c3><b3>gica,201253,3046998.91
2018-08,RJ,0201,Anatomia patol<c3><b3>gica,200637,3141371.63
2018-09,RJ,0201,Anatomia patol<c3><b3>gica,208731,3294880.37
2018-10,RJ,0201,Anatomia patol<c3><b3>gica,186346,2860426.16
2018-11,RJ,0201,Anatomia patol<c3><b3>gica,215691,3247409.01
2018-12,RJ,0201,Anatomia patol<c3><b3>gica,182003,2584897.24
2019-01,RJ,0201,Anatomia patol<c3><b3>gica,186403,2799321.65
2019-02,RJ,0201,Anatomia patol<c3><b3>gica,199098,2790784.62
2019-03,RJ,0201,Anatomia patol<c3><b3>gica,199434,2876679.63
2019-04,RJ,0201,Anatomia patol<c3><b3>gica,204549,3197714.95
2019-05,RJ,0201,Anatomia patol<c3><b3>gica,199647,2923849.37
2019-06,RJ,0201,Anatomia patol<c3><b3>gica,206964,2929147.18
2019-07,RJ,0201,Anatomia patol<c3><b3>gica,187507,2845657.15
2019-08,RJ,0201,Anatomia patol<c3><b3>gica,213848,3322175.18
2019-09,RJ,0201,Anatomia patol<c3><b3>gica,223853,3547430.25
2019-10,RJ,0201,Anatomia patol<c3><b3>gica,212418,3131320.54
2019-11,RJ,0201,Anatomia patol<c3><b3>gica,183520,2665605.55
2019-12,RJ,0201,Anatomia patol<c3><b3>gica,212590,3101561.26
2020-01,RJ,0201,Anatomia patol<c3><b3>gica,211984,3161028.09
2020-02,RJ,0201,Anatomia patol<c3><b3>gica,214683,3094003.81
2020-03,RJ,0201,Anatomia patol<c3><b3>gica,103364,1619693.86
2020-04,RJ,0201,Anatomia patol<c3><b3>gica,95554,1493272.95
2020-05,RJ,0201,Anatomia patol<c3><b3>gica,103041,1456966.39
2020-06,RJ,0201,Anatomia patol<c3><b3>gica,142265,2010104.12
2020-07,RJ,0201,Anatomia patol<c3><b3>gica,135166,2099284.41
2020-08,RJ,0201,Anatomia patol<c3><b3>gica,146503,2218194.73
2020-09,RJ,0201,Anatomia patol<c3><b3>gica,171692,2722899.08
2020-10,RJ,0201,Anatomia patol<c3><b3>gica,151816,2229591.64
2020-11,RJ,0201,Anatomia patol<c3><b3>gica,172902,2454585.19
2020-12,RJ,0201,Anatomia patol<c3><b3>gica,170179,2400784.79
2021-01,RJ,0201,Anatomia patol<c3><b3>gica,169187,2590053.4
2021-02,RJ,0201,Anatomia patol<c3><b3>gica,152426,2293212.45
2021-03,RJ,0201,Anatomia patol<c3><b3>gica,151566,2248165.34
2021-04,RJ,0201,Anatomia patol<c3><b3>gica,188761,2713286.47
2021-05,RJ,0201,Anatomia patol<c3><b3>gica,186838,2894283.22
2021-06,RJ,0201,Anatomia patol<c3><b3>gica,192738,3047532.56
2021-07,RJ,0201,Anatomia patol<c3><b3>gica,236815,3563332.83
2021-08,RJ,0201,Anatomia patol<c3><b3>gica,205474,2975884.81
2021-09,RJ,0201,Anatomia patol<c3><b3>gica,194243,2929782.3
2021-10,RJ,0201,Anatomia patol<c3><b3>gica,199547,3027998.86
2021-11,RJ,0201,Anatomia patol<c3><b3>gica,200215,2973210.27
2021-12,RJ,0201,Anatomia patol<c3><b3>gica,207824,3012674.52
2022-01,RJ,0201,Anatomia patol<c3><b3>gica,193157,2830258.96
2022-02,RJ,0201,Anatomia patol<c3><b3>gica,221884,3270688.52
2022-03,RJ,0201,Anatomia patol<c3><b3>gica,211994,3238128.76
2022-04,RJ,0201,Anatomia patol<c3><b3>gica,225315,3488249.76
2022-05,RJ,0201,Anatomia patol<c3><b3>gica,225660,3151195.3
2022-06,RJ,0201,Anatomia patol<c3><b3>gica,195350,2769391.47
2022-07,RJ,0201,Anatomia patol<c3><b3>gica,221284,3431967.06
2022-08,RJ,0201,Anatomia patol<c3><b3>gica,233221,3623794.2
2022-09,RJ,0201,Anatomia patol<c3><b3>gica,228941,3575090.17
2022-10,RJ,0201,Anatomia patol<c3><b3>gica,194202,3065916.11
2022-11,RJ,0201,Anatomia patol<c3><b3>gica,219337,3139079.36
2022-12,RJ,0201,Anatomia patol<c3><b3>gica,211369,3387573.59
2023-01,RJ,0201,Anatomia patol<c3><b3>gica,214350,3436793.22
2023-02,RJ,0201,Anatomia patol<c3><b3>gica,211518,3216013.23
2023-03,RJ,0201,Anatomia patol<c3><b3>gica,221664,3462477.3
2023-04,RJ,0201,Anatomia patol<c3><b3>gica,212757,3391798.94
2023-05,RJ,0201,Anatomia patol<c3><b3>gica,224319,3204355.31
2023-06,RJ,0201,Anatomia patol<c3><b3>gica,213772,3202017.64
2023-07,RJ,0201,Anatomia patol<c3><b3>gica,228439,3204331.94
2023-08,RJ,0201,Anatomia patol<c3><b3>gica,216292,3124622.1
2023-09,RJ,0201,Anatomia patol<c3><b3>gica,224777,3404391.67
2023-10,RJ,0201,Anatomia patol<c3><b3>gica,208867,3094530.56
2023-11,RJ,0201,Anatomia patol<c3><b3>gica,225307,3576426.73
2023-12,RJ,0201,Anatomia patol<c3><b3>gica,231227,3617719.4
2024-01,RJ,0201,Anatomia patol<c3><b3>gica,211549,3098399.26
2024-02,RJ,0201,Anatomia patol<c3><b3>gica,225437,3527657.4
2024-03,RJ,0201,Anatomia patol<c3><b3>gica,224448,3138344.86
2024-04,RJ,0201,Anatomia patol<c3><b3>gica,239550,3573816.45
2024-05,RJ,0201,Anatomia patol<c3><b3>gica,226433,3293372.58
2024-06,RJ,0201,Anatomia patol<c3><b3>gica,251926,3801391.12
2024-07,RJ,0201,Anatomia patol<c3><b3>gica,224584,3510789.69
2024-08,RJ,0201,Anatomia patol<c3><b3>gica,227893,3313378.91
2024-09,RJ,0201,Anatomia patol<c3><b3>gica,223501,3338754.46
2024-10,RJ,0201,Anatomia patol<c3><b3>gica,221535,3112275.81
2024-11,RJ,0201,Anatomia patol<c3><b3>gica,217733,3260734.68
2024-12,RJ,0201,Anatomia patol<c3><b3>gica,225574,3463022.08
2025-01,RJ,0201,Anatomia patol<c3><b3>gica,218658,3217082.2
2025-02,RJ,0201,Anatomia patol<c3><b3>gica,256878,3658540.64
2025-03,RJ,0201,Anatomia patol<c3><b3>gica,239816,3642515.68
2025-04,RJ,0201,Anatomia patol<c3><b3>gica,251499,3672808.07
2025-05,RJ,0201,Anatomia patol<c3><b3>gica,254343,3945045.68
2025-06,RJ,0201,Anatomia patol<c3><b3>gica,232492,3269401.91
2025-07,RJ,0201,Anatomia patol<c3><b3>gica,243064,3392839.12
2025-08,RJ,0201,Anatomia patol<c3><b3>gica,254085,3929110.66
2025-09,RJ,0201,Anatomia patol<c3><b3>gica,246907,3809282.97
2018-01,MG,0201,Anatomia patol<c3><b3>gica,243195,3442231.36
2018-02,MG,0201,Anatomia patol<c3><b3>gica,264081,4023728.07
2018-03,MG,0201,Anatomia patol<c3><b3>gica,232158,3366706.14
2018-04,MG,0201,Anatomia patol<c3><b3>gica,265732,3838789.28
2018-05,MG,0201,Anatomia patol<c3><b3>gica,237184,3670526.21
2018-06,MG,0201,Anatomia patol<c3><b3>gica,280946,4216809.43
2018-07,MG,0201,Anatomia patol<c3><b3>gica,246698,3503699.02
2018-08,MG,0201,Anatomia patol<c3><b3>gica,227869,3381883.45
2018-09,MG,0201,Anatomia patol<c3><b3>gica,221453,3307201.3
2018-10,MG,0201,Anatomia patol<c3><b3>gica,243734,3480599.54
2018-11,MG,0201,Anatomia patol<c3><b3>gica,225202,3400745.63
2018-12,MG,0201,Anatomia patol<c3><b3>gica,228125,3547382.34
2019-01,MG,0201,Anatomia patol<c3><b3>gica,245168,3766875.27
2019-02,MG,0201,Anatomia patol<c3><b3>gica,220902,3495243.73
2019-03,MG,0201,Anatomia patol<c3><b3>gica,257050,4083043.1
2019-04,MG,0201,Anatomia patol<c3><b3>gica,261868,4062939.07
2019-05,MG,0201,Anatomia patol<c3><b3>gica,277877,4050117.98
2019-06,MG,0201,Anatomia patol<c3><b3>gica,248788,3766121.43
2019-07,MG,0201,Anatomia patol<c3><b3>gica,263704,3981323.32
2019-08,MG,0201,Anatomia patol<c3><b3>gica,262690,3675596.25
2019-09,MG,0201,Anatomia patol<c3><b3>gica,244538,3821052.04
2019-10,MG,0201,Anatomia patol<c3><b3>gica,263620,4149369.75
2019-11,MG,0201,Anatomia patol<c3><b3>gica,248089,3727229.76
2019-12,MG,0201,Anatomia patol<c3><b3>gica,255839,4009763.75
2020-01,MG,0201,Anatomia patol<c3><b3>gica,231952,3261156.3
2020-02,MG,0201,Anatomia patol<c3><b3>gica,268738,3926012.09
2020-03,MG,0201,Anatomia patol<c3><b3>gica,126684,1908616.03
2020-04,MG,0201,Anatomia patol<c3><b3>gica,116272,1819379.04
2020-05,MG,0201,Anatomia patol<c3><b3>gica,108448,1707931.68
2020-06,MG,0201,Anatomia patol<c3><b3>gica,175573,2577557.65
2020-07,MG,0201,Anatomia patol<c3><b3>gica,170804,2664261.64
2020-08,MG,0201,Anatomia patol<c3><b3>gica,177590,2764775.86
2020-09,MG,0201,Anatomia patol<c3><b3>gica,205890,2940777.44
2020-10,MG,0201,Anatomia patol<c3><b3>gica,202190,3189826.83
2020-11,MG,0201,Anatomia patol<c3><b3>gica,181156,2713621.02
2020-12,MG,0201,Anatomia patol<c3><b3>gica,199472,2821560.21
2021-01,MG,0201,Anatomia patol<c3><b3>gica,182700,2679808.95
2021-02,MG,0201,Anatomia patol<c3><b3>gica,193398,2925452.08
2021-03,MG,0201,Anatomia patol<c3><b3>gica,188751,2650503.81
2021-04,MG,0201,Anatomia patol<c3><b3>gica,224470,3435602.64
2021-05,MG,0201,Anatomia patol<c3><b3>gica,211804,3144103.46
2021-06,MG,0201,Anatomia patol<c3><b3>gica,229305,3498930.35
2021-07,MG,0201,Anatomia patol<c3><b3>gica,252692,3827230.3
2021-08,MG,0201,Anatomia patol<c3><b3>gica,265278,4125141.74
2021-09,MG,0201,Anatomia patol<c3><b3>gica,259514,3645303.82
2021-10,MG,0201,Anatomia patol<c3><b3>gica,269602,3921087.68
2021-11,MG,0201,Anatomia patol<c3><b3>gica,261957,3658150.07
2021-12,MG,0201,Anatomia patol<c3><b3>gica,253863,3785488.6
2022-01,MG,0201,Anatomia patol<c3><b3>gica,269526,4114835.24
2022-02,MG,0201,Anatomia patol<c3><b3>gica,283961,4043463.39
2022-03,MG,0201,Anatomia patol<c3><b3>gica,257349,3824126.05
2022-04,MG,0201,Anatomia patol<c3><b3>gica,256016,3879029.55
2022-05,MG,0201,Anatomia patol<c3><b3>gica,272769,4280348.47
2022-06,MG,0201,Anatomia patol<c3><b3>gica,280721,4334365.28
2022-07,MG,0201,Anatomia patol<c3><b3>gica,256419,3896830.46
2022-08,MG,0201,Anatomia patol<c3><b3>gica,256327,4032088.36
2022-09,MG,0201,Anatomia patol<c3><b3>gica,265441,3867565.66
2022-10,MG,0201,Anatomia patol<c3><b3>gica,243804,3637655.05
2022-11,MG,0201,Anatomia patol<c3><b3>gica,257711,3869452.12
2022-12,MG,0201,Anatomia patol<c3><b3>gica,237280,3588930.39
2023-01,MG,0201,Anatomia patol<c3><b3>gica,273025,3968792.42
2023-02,MG,0201,Anatomia patol<c3><b3>gica,271426,4120161.92
2023-03,MG,0201,Anatomia patol<c3><b3>gica,273655,4000557.66
2023-04,MG,0201,Anatomia patol<c3><b3>gica,283762,4118659.93
2023-05,MG,0201,Anatomia patol<c3><b3>gica,284454,4292635.32
2023-06,MG,0201,Anatomia patol<c3><b3>gica,280051,4272352.91
2023-07,MG,0201,Anatomia patol<c3><b3>gica,281088,4251469.02
2023-08,MG,0201,Anatomia patol<c3><b3>gica,273237,4289798.77
2023-09,MG,0201,Anatomia patol<c3><b3>gica,280053,4213300.75
2023-10,MG,0201,Anatomia patol<c3><b3>gica,260181,3843320.8
2023-11,MG,0201,Anatomia patol<c3><b3>gica,239076,3833462.43
2023-12,MG,0201,Anatomia patol<c3><b3>gica,278019,4399089.68
2024-01,MG,0201,Anatomia patol<c3><b3>gica,275481,4002883.21
2024-02,MG,0201,Anatomia patol<c3><b3>gica,284523,4141334.42
2024-03,MG,0201,Anatomia patol<c3><b3>gica,291582,4173526.99
2024-04,MG,0201,Anatomia patol<c3><b3>gica,279814,3949075.22
2024-05,MG,0201,Anatomia patol<c3><b3>gica,296848,4225725.48
2024-06,MG,0201,Anatomia patol<c3><b3>gica,316148,4933698.1
2024-07,MG,0201,Anatomia patol<c3><b3>gica,300275,4693598.64
2024-08,MG,0201,Anatomia patol<c3><b3>gica,286885,4165558.41
2024-09,MG,0201,Anatomia patol<c3><b3>gica,251933,3702511.37
2024-10,MG,0201,Anatomia patol<c3><b3>gica,271725,3972958.74
2024-11,MG,0201,Anatomia patol<c3><b3>gica,271840,3947380.33
2024-12,MG,0201,Anatomia patol<c3><b3>gica,259919,4066275.8
2025-01,MG,0201,Anatomia patol<c3><b3>gica,290562,4101547.6
2025-02,MG,0201,Anatomia patol<c3><b3>gica,278493,4317023.58
2025-03,MG,0201,Anatomia patol<c3><b3>gica,311721,4757349.14
2025-04,MG,0201,Anatomia patol<c3><b3>gica,296522,4635210.4
2025-05,MG,0201,Anatomia patol<c3><b3>gica,316051,4902867.83
2025-06,MG,0201,Anatomia patol<c3><b3>gica,323096,4913366.41
2025-07,MG,0201,Anatomia patol<c3><b3>gica,326638,5009685.49
2025-08,MG,0201,Anatomia patol<c3><b3>gica,277553,4151372.03
