cod_subgrupo,nome_subgrupo,competencia,grupo_did,tratado,pos_2023,pos_2024,pos_2025,did_2023,did_2024,tempo,data,qtd_aprovada,valor_total_real,log_qtd
0301,Consultas/Atend.,2022-11,controle,0,0,0,0,0,0,59,2022-11-01,886913,291848267.06,13.69550330055961
0301,Consultas/Atend.,2022-12,controle,0,0,0,0,0,0,60,2022-12-01,893116,289026099.36,13.702472870313345
0301,Consultas/Atend.,2023-01,controle,0,1,0,0,0,0,61,2023-01-01,931871,274241293.49,13.744950745180063
0301,Consultas/Atend.,2023-02,controle,0,1,0,0,0,0,62,2023-02-01,895322,284636119.69,13.704939826005218
0301,Consultas/Atend.,2023-03,controle,0,1,0,0,0,0,63,2023-03-01,976972,272315598.97,13.792214295023806
0301,Consultas/Atend.,2023-04,controle,0,1,0,0,0,0,64,2023-04-01,946558,299071539.09,13.760588582606895
0301,Consultas/Atend.,2023-05,controle,0,1,0,0,0,0,65,2023-05-01,948078,258602464.24,13.762193111098464
0301,Consultas/Atend.,2023-06,controle,0,1,0,0,0,0,66,2023-06-01,941254,259197649.55,13.754969370167125
0301,Consultas/Atend.,2023-07,controle,0,1,0,0,0,0,67,2023-07-01,1003644,322299737,13.819148931050293
0301,Consultas/Atend.,2023-08,controle,0,1,0,0,0,0,68,2023-08-01,969786,285191087.75,13.784831738737806
0301,Consultas/Atend.,2023-09,controle,0,1,0,0,0,0,69,2023-09-01,917852,297810248.88,13.729792526061381
0301,Consultas/Atend.,2023-10,controle,0,1,0,0,0,0,70,2023-10-01,922985,260070971.63,13.735369345439294
0301,Consultas/Atend.,2023-11,controle,0,1,0,0,0,0,71,2023-11-01,910940,260086582.96,13.722233410149208
0301,Consultas/Atend.,2023-12,controle,0,1,0,0,0,0,72,2023-12-01,861147,269895887.98,13.666021661785436
0301,Consultas/Atend.,2024-01,controle,0,1,0,0,0,0,73,2024-01-01,915919,270262505.99,13.727684303597695
0301,Consultas/Atend.,2024-02,controle,0,1,0,0,0,0,74,2024-02-01,964192,261156690.11,13.779046761022721
0301,Consultas/Atend.,2024-03,controle,0,1,1,0,0,0,75,2024-03-01,957929,266922733.13,13.772529985389808
0301,Consultas/Atend.,2024-04,controle,0,1,1,0,0,0,76,2024-04-01,1007129,272122361.29,13.822615259694206
0301,Consultas/Atend.,2024-05,controle,0,1,1,0,0,0,77,2024-05-01,949344,264361844.05,13.763527552096223
0301,Consultas/Atend.,2024-06,controle,0,1,1,0,0,0,78,2024-06-01,976872,252792230.7,13.792111932810933
0301,Consultas/Atend.,2024-07,controle,0,1,1,0,0,0,79,2024-07-01,1083317,283544123.32,13.89553911169149
0301,Consultas/Atend.,2024-08,controle,0,1,1,0,0,0,80,2024-08-01,1019272,286312154.24,13.83460018603887
0301,Consultas/Atend.,2024-09,controle,0,1,1,0,0,0,81,2024-09-01,920167,239005380.18,13.732311541049937
0301,Consultas/Atend.,2024-10,controle,0,1,1,0,0,0,82,2024-10-01,918010,258452346.33,13.729964652101643
0301,Consultas/Atend.,2024-11,controle,0,1,1,0,0,0,83,2024-11-01,896693,252342922.97,13.706469945716682
0301,Consultas/Atend.,2024-12,controle,0,1,1,0,0,0,84,2024-12-01,962210,252630470.19,13.776989040316835
0301,Consultas/Atend.,2025-01,controle,0,1,1,1,0,0,85,2025-01-01,955472,241540204.86,13.769961784806387
0301,Consultas/Atend.,2025-02,controle,0,1,1,1,0,0,86,2025-02-01,1018415,283256143.24,13.833759037021007
0301,Consultas/Atend.,2025-03,controle,0,1,1,1,0,0,87,2025-03-01,1025920,293610617.17,13.841101303697668
0301,Consultas/Atend.,2025-04,controle,0,1,1,1,0,0,88,2025-04-01,1011051,300872550.35,13.826501930903456
0301,Consultas/Atend.,2025-05,controle,0,1,1,1,0,0,89,2025-05-01,1067716,312149055.32,13.881033282115128
0301,Consultas/Atend.,2025-06,controle,0,1,1,1,0,0,90,2025-06-01,1049538,306974971.96,13.863861578105032
0301,Consultas/Atend.,2025-07,controle,0,1,1,1,0,0,91,2025-07-01,1035574,277629899.96,13.850467385973307
0301,Consultas/Atend.,2025-08,controle,0,1,1,1,0,0,92,2025-08-01,1018802,266225281.58,13.834138966723858
0301,Consultas/Atend.,2025-09,controle,0,1,1,1,0,0,93,2025-09-01,1014844,272315847.59,13.830246449437157
0303,Trat. cl<c3><ad>nicos,2018-01,controle,0,0,0,0,0,0,1,2018-01-01,387018,314952006.68,12.866229066414004
0303,Trat. cl<c3><ad>nicos,2018-02,controle,0,0,0,0,0,0,2,2018-02-01,408395,314740823.38,12.919992570905388
0303,Trat. cl<c3><ad>nicos,2018-03,controle,0,0,0,0,0,0,3,2018-03-01,415660,350535327.8,12.937625303182614
0303,Trat. cl<c3><ad>nicos,2018-04,controle,0,0,0,0,0,0,4,2018-04-01,439454,354169453.21,12.99329060178675
0303,Trat. cl<c3><ad>nicos,2018-05,controle,0,0,0,0,0,0,5,2018-05-01,444523,374109825.99,13.004759325729356
0303,Trat. cl<c3><ad>nicos,2018-06,controle,0,0,0,0,0,0,6,2018-06-01,450088,373754573.18,13.017200619968834
0303,Trat. cl<c3><ad>nicos,2018-07,controle,0,0,0,0,0,0,7,2018-07-01,444063,356524897.59,13.003723975170738
0303,Trat. cl<c3><ad>nicos,2018-08,controle,0,0,0,0,0,0,8,2018-08-01,444643,366489813.92,13.005029240977608
0303,Trat. cl<c3><ad>nicos,2018-09,controle,0,0,0,0,0,0,9,2018-09-01,427497,338782482.62,12.965704888985435
0303,Trat. cl<c3><ad>nicos,2018-10,controle,0,0,0,0,0,0,10,2018-10-01,412650,328475578.5,12.930357478379095
0303,Trat. cl<c3><ad>nicos,2018-11,controle,0,0,0,0,0,0,11,2018-11-01,419774,311998988.3,12.94747413242767
0303,Trat. cl<c3><ad>nicos,2018-12,controle,0,0,0,0,0,0,12,2018-12-01,409406,316135118.47,12.92246505025563
0303,Trat. cl<c3><ad>nicos,2019-01,controle,0,0,0,0,0,0,13,2019-01-01,428941,311961739.44,12.969076990634864
0303,Trat. cl<c3><ad>nicos,2019-02,controle,0,0,0,0,0,0,14,2019-02-01,418556,318300978.24,12.944568360354037
0303,Trat. cl<c3><ad>nicos,2019-03,controle,0,0,0,0,0,0,15,2019-03-01,412126,291264581.14,12.929086833258829
0303,Trat. cl<c3><ad>nicos,2019-04,controle,0,0,0,0,0,0,16,2019-04-01,448641,316912204.28,13.013980521295633
0303,Trat. cl<c3><ad>nicos,2019-05,controle,0,0,0,0,0,0,17,2019-05-01,426869,327771573.49,12.964234796207847
0303,Trat. cl<c3><ad>nicos,2019-06,controle,0,0,0,0,0,0,18,2019-06-01,439318,335906508.57,12.992981079654585
0303,Trat. cl<c3><ad>nicos,2019-07,controle,0,0,0,0,0,0,19,2019-07-01,441279,308137043.23,12.997434873587075
0303,Trat. cl<c3><ad>nicos,2019-08,controle,0,0,0,0,0,0,20,2019-08-01,477274,356410111.6,13.07584812366286
0303,Trat. cl<c3><ad>nicos,2019-09,controle,0,0,0,0,0,0,21,2019-09-01,419684,338759293.11,12.947259708868847
0303,Trat. cl<c3><ad>nicos,2019-10,controle,0,0,0,0,0,0,22,2019-10-01,415780,293057705.52,12.937913958316305
0303,Trat. cl<c3><ad>nicos,2019-11,controle,0,0,0,0,0,0,23,2019-11-01,412320,287986818.04,12.929557451183989
0303,Trat. cl<c3><ad>nicos,2019-12,controle,0,0,0,0,0,0,24,2019-12-01,397443,278491398.78,12.89280932264879
0303,Trat. cl<c3><ad>nicos,2020-01,controle,0,0,0,0,0,0,25,2020-01-01,401238,309796556.39,12.902312538720365
0303,Trat. cl<c3><ad>nicos,2020-02,controle,0,0,0,0,0,0,26,2020-02-01,421051,313458594.96,12.950511620476545
0303,Trat. cl<c3><ad>nicos,2020-03,controle,0,0,0,0,0,0,27,2020-03-01,238285,159951029.49,12.381226911885564
0303,Trat. cl<c3><ad>nicos,2020-04,controle,0,0,0,0,0,0,28,2020-04-01,247297,187562049.43,12.418349366133498
0303,Trat. cl<c3><ad>nicos,2020-05,controle,0,0,0,0,0,0,29,2020-05-01,244906,168804899.37,12.40863382562691
0303,Trat. cl<c3><ad>nicos,2020-06,controle,0,0,0,0,0,0,30,2020-06-01,262346,209939372.75,12.477423333943701
0303,Trat. cl<c3><ad>nicos,2020-07,controle,0,0,0,0,0,0,31,2020-07-01,335401,267197857.43,12.723085091382686
0303,Trat. cl<c3><ad>nicos,2020-08,controle,0,0,0,0,0,0,32,2020-08-01,356656,236829799.32,12.784529814598953
0303,Trat. cl<c3><ad>nicos,2020-09,controle,0,0,0,0,0,0,33,2020-09-01,335170,232195233.57,12.722396128334255
0303,Trat. cl<c3><ad>nicos,2020-10,controle,0,0,0,0,0,0,34,2020-10-01,390728,275059659.87,12.875769504037224
0303,Trat. cl<c3><ad>nicos,2020-11,controle,0,0,0,0,0,0,35,2020-11-01,349890,244903526.78,12.76537695639022
0303,Trat. cl<c3><ad>nicos,2020-12,controle,0,0,0,0,0,0,36,2020-12-01,370691,239957284.4,12.82312680811286
0303,Trat. cl<c3><ad>nicos,2021-01,controle,0,0,0,0,0,0,37,2021-01-01,331192,232711160.29,12.710456566004188
0303,Trat. cl<c3><ad>nicos,2021-02,controle,0,0,0,0,0,0,38,2021-02-01,345406,244867610.77,12.752478710847202
0303,Trat. cl<c3><ad>nicos,2021-03,controle,0,0,0,0,0,0,39,2021-03-01,353125,241972600.09,12.77458021273724
0303,Trat. cl<c3><ad>nicos,2021-04,controle,0,0,0,0,0,0,40,2021-04-01,399021,289366201.19,12.896771832196578
0303,Trat. cl<c3><ad>nicos,2021-05,controle,0,0,0,0,0,0,41,2021-05-01,423227,301463987.33,12.955666319908469
0303,Trat. cl<c3><ad>nicos,2021-06,controle,0,0,0,0,0,0,42,2021-06-01,410529,281874407.55,12.925204286812084
0303,Trat. cl<c3><ad>nicos,2021-07,controle,0,0,0,0,0,0,43,2021-07-01,480765,348633204.37,13.083135944228468
0303,Trat. cl<c3><ad>nicos,2021-08,controle,0,0,0,0,0,0,44,2021-08-01,459236,281006580.96,13.037321695654402
0303,Trat. cl<c3><ad>nicos,2021-09,controle,0,0,0,0,0,0,45,2021-09-01,459638,293924530.07,13.038196677753504
0303,Trat. cl<c3><ad>nicos,2021-10,controle,0,0,0,0,0,0,46,2021-10-01,444506,293042208.08,13.004721081843593
0303,Trat. cl<c3><ad>nicos,2021-11,controle,0,0,0,0,0,0,47,2021-11-01,439573,275073628.73,12.99356135508551
0303,Trat. cl<c3><ad>nicos,2021-12,controle,0,0,0,0,0,0,48,2021-12-01,414597,265404484.3,12.935064655045505
0303,Trat. cl<c3><ad>nicos,2022-01,controle,0,0,0,0,0,0,49,2022-01-01,437509,301989212.86,12.988854841661443
0303,Trat. cl<c3><ad>nicos,2022-02,controle,0,0,0,0,0,0,50,2022-02-01,453076,304651501.23,13.023817367945504
0303,Trat. cl<c3><ad>nicos,2022-03,controle,0,0,0,0,0,0,51,2022-03-01,448562,285599149.06,13.013804418843675
0303,Trat. cl<c3><ad>nicos,2022-04,controle,0,0,0,0,0,0,52,2022-04-01,464350,310655800.4,13.048396010749805
0303,Trat. cl<c3><ad>nicos,2022-05,controle,0,0,0,0,0,0,53,2022-05-01,455952,262654213.04,13.030145013008989
0303,Trat. cl<c3><ad>nicos,2022-06,controle,0,0,0,0,0,0,54,2022-06-01,494090,281463288.68,13.1104749897317
0303,Trat. cl<c3><ad>nicos,2022-07,controle,0,0,0,0,0,0,55,2022-07-01,476970,314064398.62,13.075210971376585
0303,Trat. cl<c3><ad>nicos,2022-08,controle,0,0,0,0,0,0,56,2022-08-01,446386,266311760.74,13.00894156776139
0303,Trat. cl<c3><ad>nicos,2022-09,controle,0,0,0,0,0,0,57,2022-09-01,456278,307010782.83,13.030859743502718
0303,Trat. cl<c3><ad>nicos,2022-10,controle,0,0,0,0,0,0,58,2022-10-01,467745,277338132.64,13.055680692523074
0303,Trat. cl<c3><ad>nicos,2022-11,controle,0,0,0,0,0,0,59,2022-11-01,442160,261335572.94,12.999429348129338
0303,Trat. cl<c3><ad>nicos,2022-12,controle,0,0,0,0,0,0,60,2022-12-01,428692,260653488.8,12.968496324017956
0303,Trat. cl<c3><ad>nicos,2023-01,controle,0,1,0,0,0,0,61,2023-01-01,450028,259261446.08,13.017067304114493
0303,Trat. cl<c3><ad>nicos,2023-02,controle,0,1,0,0,0,0,62,2023-02-01,429958,253354976.46,12.971445134286547
0303,Trat. cl<c3><ad>nicos,2023-03,controle,0,1,0,0,0,0,63,2023-03-01,457727,267394879.51,13.034030400213021
0303,Trat. cl<c3><ad>nicos,2023-04,controle,0,1,0,0,0,0,64,2023-04-01,469359,258652446.93,13.059125343599742
0303,Trat. cl<c3><ad>nicos,2023-05,controle,0,1,0,0,0,0,65,2023-05-01,480190,289640453.41,13.0819392204029
0303,Trat. cl<c3><ad>nicos,2023-06,controle,0,1,0,0,0,0,66,2023-06-01,497633,267153749.72,13.117620146047134
0303,Trat. cl<c3><ad>nicos,2023-07,controle,0,1,0,0,0,0,67,2023-07-01,471804,282500335.29,13.06432104361045
0303,Trat. cl<c3><ad>nicos,2023-08,controle,0,1,0,0,0,0,68,2023-08-01,481324,306951834.68,13.084297996597536
0303,Trat. cl<c3><ad>nicos,2023-09,controle,0,1,0,0,0,0,69,2023-09-01,481394,261188148.9,13.084443417904092
0303,Trat. cl<c3><ad>nicos,2023-10,controle,0,1,0,0,0,0,70,2023-10-01,458187,261689592.19,13.035034859221655
0303,Trat. cl<c3><ad>nicos,2023-11,controle,0,1,0,0,0,0,71,2023-11-01,445636,252833356.76,13.00725999825938
0303,Trat. cl<c3><ad>nicos,2023-12,controle,0,1,0,0,0,0,72,2023-12-01,435810,265623361.1,12.98496394211032
0303,Trat. cl<c3><ad>nicos,2024-01,controle,0,1,0,0,0,0,73,2024-01-01,455644,272940100.24,13.02946927652927
0303,Trat. cl<c3><ad>nicos,2024-02,controle,0,1,0,0,0,0,74,2024-02-01,463562,284166765.29,13.046697577081542
0303,Trat. cl<c3><ad>nicos,2024-03,controle,0,1,1,0,0,0,75,2024-03-01,485293,298556173.36,13.092510171830376
0303,Trat. cl<c3><ad>nicos,2024-04,controle,0,1,1,0,0,0,76,2024-04-01,473177,262390630.72,13.067226918036015
0303,Trat. cl<c3><ad>nicos,2024-05,controle,0,1,1,0,0,0,77,2024-05-01,465743,238975300.38,13.05139140593319
0303,Trat. cl<c3><ad>nicos,2024-06,controle,0,1,1,0,0,0,78,2024-06-01,465773,239586814.79,13.05145581692688
0303,Trat. cl<c3><ad>nicos,2024-07,controle,0,1,1,0,0,0,79,2024-07-01,499736,293362666.22,13.121837239017799
0303,Trat. cl<c3><ad>nicos,2024-08,controle,0,1,1,0,0,0,80,2024-08-01,476947,282277447.19,13.075162749252895
0303,Trat. cl<c3><ad>nicos,2024-09,controle,0,1,1,0,0,0,81,2024-09-01,480620,285527631.56,13.082834296710665
0303,Trat. cl<c3><ad>nicos,2024-10,controle,0,1,1,0,0,0,82,2024-10-01,510860,264844197.65,13.143852816527295
0303,Trat. cl<c3><ad>nicos,2024-11,controle,0,1,1,0,0,0,83,2024-11-01,443122,250148947.3,13.00160266285919
0303,Trat. cl<c3><ad>nicos,2024-12,controle,0,1,1,0,0,0,84,2024-12-01,448023,238223783.69,13.012602081390796
0303,Trat. cl<c3><ad>nicos,2025-01,controle,0,1,1,1,0,0,85,2025-01-01,451054,263825508.47,13.019344562268882
0303,Trat. cl<c3><ad>nicos,2025-02,controle,0,1,1,1,0,0,86,2025-02-01,473597,252050571.11,13.068114139570044
0303,Trat. cl<c3><ad>nicos,2025-03,controle,0,1,1,1,0,0,87,2025-03-01,502514,252183973.39,13.127380769216112
0303,Trat. cl<c3><ad>nicos,2025-04,controle,0,1,1,1,0,0,88,2025-04-01,534916,275486574.25,13.189866873655744
0303,Trat. cl<c3><ad>nicos,2025-05,controle,0,1,1,1,0,0,89,2025-05-01,521709,255425228.48,13.164867156931052
0303,Trat. cl<c3><ad>nicos,2025-06,controle,0,1,1,1,0,0,90,2025-06-01,551093,272453028.9,13.219660672495783
0303,Trat. cl<c3><ad>nicos,2025-07,controle,0,1,1,1,0,0,91,2025-07-01,502953,263323444.58,13.128253993607705
0303,Trat. cl<c3><ad>nicos,2025-08,controle,0,1,1,1,0,0,92,2025-08-01,525763,256426452.36,13.172607721836183
0303,Trat. cl<c3><ad>nicos,2025-09,controle,0,1,1,1,0,0,93,2025-09-01,549846,302400378.69,13.217395336690732
0304,Oncologia,2018-01,tratamento_2023,1,0,0,0,0,0,1,2018-01-01,170181,739150351.39,12.044623731596802
0304,Oncologia,2018-02,tratamento_2023,1,0,0,0,0,0,2,2018-02-01,173774,706136135.17,12.065516637968686
0304,Oncologia,2018-03,tratamento_2023,1,0,0,0,0,0,3,2018-03-01,191948,711264664.96,12.16498499072535
0304,Oncologia,2018-04,tratamento_2023,1,0,0,0,0,0,4,2018-04-01,190374,700087621,12.156751090197464
0304,Oncologia,2018-05,tratamento_2023,1,0,0,0,0,0,5,2018-05-01,192865,744267001.72,12.169750926230662
0304,Oncologia,2018-06,tratamento_2023,1,0,0,0,0,0,6,2018-06-01,183044,668405526.03,12.11748730323405
0304,Oncologia,2018-07,tratamento_2023,1,0,0,0,0,0,7,2018-07-01,180755,668450358,12.104903334490816
0304,Oncologia,2018-08,tratamento_2023,1,0,0,0,0,0,8,2018-08-01,189743,813635579.07,12.153431074204576
0304,Oncologia,2018-09,tratamento_2023,1,0,0,0,0,0,9,2018-09-01,187040,761009501.44,12.13908312314156
0304,Oncologia,2018-10,tratamento_2023,1,0,0,0,0,0,10,2018-10-01,184766,714947212.8,12.126850850815373
0304,Oncologia,2018-11,tratamento_2023,1,0,0,0,0,0,11,2018-11-01,175431,664173468.32,12.075006782416873
0304,Oncologia,2018-12,tratamento_2023,1,0,0,0,0,0,12,2018-12-01,172888,654973358.8,12.06040504905757
0304,Oncologia,2019-01,tratamento_2023,1,0,0,0,0,0,13,2019-01-01,180321,655728008.27,12.102499420605174
0304,Oncologia,2019-02,tratamento_2023,1,0,0,0,0,0,14,2019-02-01,172908,664306182.52,12.060520723526608
0304,Oncologia,2019-03,tratamento_2023,1,0,0,0,0,0,15,2019-03-01,179776,676110853.42,12.099472472926195
0304,Oncologia,2019-04,tratamento_2023,1,0,0,0,0,0,16,2019-04-01,201223,742114415.18,12.21217399438815
0304,Oncologia,2019-05,tratamento_2023,1,0,0,0,0,0,17,2019-05-01,195754,691704848.23,12.184619156311001
0304,Oncologia,2019-06,tratamento_2023,1,0,0,0,0,0,18,2019-06-01,197541,718864901.06,12.193706498942605
0304,Oncologia,2019-07,tratamento_2023,1,0,0,0,0,0,19,2019-07-01,188669,667447820.89,12.147754736205659
0304,Oncologia,2019-08,tratamento_2023,1,0,0,0,0,0,20,2019-08-01,186415,680074969.75,12.135736014459722
0304,Oncologia,2019-09,tratamento_2023,1,0,0,0,0,0,21,2019-09-01,182708,729536753.87,12.115650002236555
0304,Oncologia,2019-10,tratamento_2023,1,0,0,0,0,0,22,2019-10-01,179799,633246648.93,12.099600401019657
0304,Oncologia,2019-11,tratamento_2023,1,0,0,0,0,0,23,2019-11-01,183131,628520858.62,12.117962483278875
0304,Oncologia,2019-12,tratamento_2023,1,0,0,0,0,0,24,2019-12-01,181429,620944292.67,12.10862518336421
0304,Oncologia,2020-01,tratamento_2023,1,0,0,0,0,0,25,2020-01-01,177261,664002286.23,12.08538414309007
0304,Oncologia,2020-02,tratamento_2023,1,0,0,0,0,0,26,2020-02-01,185400,672233593.39,12.130276325842603
0304,Oncologia,2020-03,tratamento_2023,1,0,0,0,0,0,27,2020-03-01,106564,368270019.71,11.57651040659534
0304,Oncologia,2020-04,tratamento_2023,1,0,0,0,0,0,28,2020-04-01,101046,351162035.79,11.52334103411793
0304,Oncologia,2020-05,tratamento_2023,1,0,0,0,0,0,29,2020-05-01,110863,395238558.37,11.616059503867163
0304,Oncologia,2020-06,tratamento_2023,1,0,0,0,0,0,30,2020-06-01,110526,452477215.2,11.61301511398424
0304,Oncologia,2020-07,tratamento_2023,1,0,0,0,0,0,31,2020-07-01,146221,490185586.41,11.892881293773186
0304,Oncologia,2020-08,tratamento_2023,1,0,0,0,0,0,32,2020-08-01,146358,493379871.51,11.893817786641915
0304,Oncologia,2020-09,tratamento_2023,1,0,0,0,0,0,33,2020-09-01,143371,537507661.38,11.873197930062803
0304,Oncologia,2020-10,tratamento_2023,1,0,0,0,0,0,34,2020-10-01,149134,571217650.56,11.912607214989325
0304,Oncologia,2020-11,tratamento_2023,1,0,0,0,0,0,35,2020-11-01,147260,574796119.16,11.89996180160996
0304,Oncologia,2020-12,tratamento_2023,1,0,0,0,0,0,36,2020-12-01,152753,572117451.15,11.936584063270358
