competencia,cod_subgrupo,nome_subgrupo,valor_referencia,deflator,valor_real,grupo_did,tratado,pos_2023,pos_2024,pos_2025,did_2023,did_2024,ano,mes,tempo,data
2021-02,0201,Anatomia patol<c3><b3>gica,15,1.2628857455126057,18.94,controle,0,0,0,0,0,0,2021,2,38,2021-02-01
2021-03,0201,Anatomia patol<c3><b3>gica,15,1.2512491286164722,18.77,controle,0,0,0,0,0,0,2021,3,39,2021-03-01
2021-04,0201,Anatomia patol<c3><b3>gica,15,1.2473822436611226,18.71,controle,0,0,0,0,0,0,2021,4,40,2021-04-01
2021-05,0201,Anatomia patol<c3><b3>gica,15,1.2371141958356864,18.56,controle,0,0,0,0,0,0,2021,5,41,2021-05-01
2021-06,0201,Anatomia patol<c3><b3>gica,15,1.2305920579286644,18.46,controle,0,0,0,0,0,0,2021,6,42,2021-06-01
2021-07,0201,Anatomia patol<c3><b3>gica,15,1.2188907071401192,18.28,controle,0,0,0,0,0,0,2021,7,43,2021-07-01
2021-08,0201,Anatomia patol<c3><b3>gica,15,1.2083778201052038,18.13,controle,0,0,0,0,0,0,2021,8,44,2021-08-01
2021-09,0201,Anatomia patol<c3><b3>gica,15,1.1945213721878252,17.92,controle,0,0,0,0,0,0,2021,9,45,2021-09-01
2021-10,0201,Anatomia patol<c3><b3>gica,15,1.1797741947534075,17.7,controle,0,0,0,0,0,0,2021,10,46,2021-10-01
2021-11,0201,Anatomia patol<c3><b3>gica,15,1.1686718125343314,17.53,controle,0,0,0,0,0,0,2021,11,47,2021-11-01
2021-12,0201,Anatomia patol<c3><b3>gica,15,1.1602023354852886,17.4,controle,0,0,0,0,0,0,2021,12,48,2021-12-01
2022-01,0201,Anatomia patol<c3><b3>gica,15,1.153970892664898,17.31,controle,0,0,0,0,0,0,2022,1,49,2022-01-01
2022-02,0201,Anatomia patol<c3><b3>gica,15,1.142432326170575,17.14,controle,0,0,0,0,0,0,2022,2,50,2022-02-01
2022-03,0201,Anatomia patol<c3><b3>gica,15,1.1242199627736422,16.86,controle,0,0,0,0,0,0,2022,3,51,2022-03-01
2022-04,0201,Anatomia patol<c3><b3>gica,15,1.1124282236034455,16.69,controle,0,0,0,0,0,0,2022,4,52,2022-04-01
2022-05,0201,Anatomia patol<c3><b3>gica,15,1.1072242695366237,16.61,controle,0,0,0,0,0,0,2022,5,53,2022-05-01
2022-06,0201,Anatomia patol<c3><b3>gica,15,1.0998552394324266,16.5,controle,0,0,0,0,0,0,2022,6,54,2022-06-01
2022-07,0201,Anatomia patol<c3><b3>gica,15,1.1073854605642637,16.61,controle,0,0,0,0,0,0,2022,7,55,2022-07-01
2022-08,0201,Anatomia patol<c3><b3>gica,15,1.1113864517907102,16.67,controle,0,0,0,0,0,0,2022,8,56,2022-08-01
2022-09,0201,Anatomia patol<c3><b3>gica,15,1.114618846445402,16.72,controle,0,0,0,0,0,0,2022,9,57,2022-09-01
2022-10,0201,Anatomia patol<c3><b3>gica,15,1.1080811675568163,16.62,controle,0,0,0,0,0,0,2022,10,58,2022-10-01
2022-11,0201,Anatomia patol<c3><b3>gica,15,1.103556585556037,16.55,controle,0,0,0,0,0,0,2022,11,59,2022-11-01
2022-12,0201,Anatomia patol<c3><b3>gica,15,1.096756694052909,16.45,controle,0,0,0,0,0,0,2022,12,60,2022-12-01
2023-01,0201,Anatomia patol<c3><b3>gica,15,1.0909745290489494,16.36,controle,0,1,0,0,0,0,2023,1,61,2023-01-01
2023-02,0201,Anatomia patol<c3><b3>gica,15,1.0818866809291443,16.23,controle,0,1,0,0,0,0,2023,2,62,2023-02-01
2023-03,0201,Anatomia patol<c3><b3>gica,15,1.0742594389128632,16.11,controle,0,1,0,0,0,0,2023,3,63,2023-03-01
2023-04,0201,Anatomia patol<c3><b3>gica,15,1.0677461871711194,16.02,controle,0,1,0,0,0,0,2023,4,64,2023-04-01
2023-05,0201,Anatomia patol<c3><b3>gica,15,1.0652960063564991,15.98,controle,0,1,0,0,0,0,2023,5,65,2023-05-01
2023-06,0201,Anatomia patol<c3><b3>gica,15,1.066148925496897,15.99,controle,0,1,0,0,0,0,2023,6,66,2023-06-01
2023-07,0201,Anatomia patol<c3><b3>gica,15,1.0648710802006562,15.97,controle,0,1,0,0,0,0,2023,7,67,2023-07-01
2023-08,0201,Anatomia patol<c3><b3>gica,15,1.0624274969576537,15.94,controle,0,1,0,0,0,0,2023,8,68,2023-08-01
2023-09,0201,Anatomia patol<c3><b3>gica,15,1.059672348850642,15.9,controle,0,1,0,0,0,0,2023,9,69,2023-09-01
2023-10,0201,Anatomia patol<c3><b3>gica,15,1.0571352243122925,15.86,controle,0,1,0,0,0,0,2023,10,70,2023-10-01
2023-11,0201,Anatomia patol<c3><b3>gica,15,1.0541835104829405,15.81,controle,0,1,0,0,0,0,2023,11,71,2023-11-01
2023-12,0201,Anatomia patol<c3><b3>gica,15,1.048312957918596,15.72,controle,0,1,0,0,0,0,2023,12,72,2023-12-01
2024-01,0201,Anatomia patol<c3><b3>gica,15,1.043928458393344,15.66,controle,0,1,0,0,0,0,2024,1,73,2024-01-01
2024-02,0201,Anatomia patol<c3><b3>gica,15,1.0353351764289835,15.53,controle,0,1,0,0,0,0,2024,2,74,2024-02-01
2024-03,0201,Anatomia patol<c3><b3>gica,15,1.0336812863707905,15.51,controle,0,1,1,0,0,0,2024,3,75,2024-03-01
2024-04,0201,Anatomia patol<c3><b3>gica,15,1.0297681673349175,15.45,controle,0,1,1,0,0,0,2024,4,76,2024-04-01
2024-05,0201,Anatomia patol<c3><b3>gica,15,1.0250529238850463,15.38,controle,0,1,1,0,0,0,2024,5,77,2024-05-01
2024-06,0201,Anatomia patol<c3><b3>gica,15,1.0229048237551606,15.34,controle,0,1,1,0,0,0,2024,6,78,2024-06-01
2024-07,0201,Anatomia patol<c3><b3>gica,15,1.0190325002541945,15.29,controle,0,1,1,0,0,0,2024,7,79,2024-07-01
2024-08,0201,Anatomia patol<c3><b3>gica,15,1.0192363475236994,15.29,controle,0,1,1,0,0,0,2024,8,80,2024-08-01
2024-09,0201,Anatomia patol<c3><b3>gica,15,1.014771353568,15.22,controle,0,1,1,0,0,0,2024,9,81,2024-09-01
2024-10,0201,Anatomia patol<c3><b3>gica,15,1.00912028,15.14,controle,0,1,1,0,0,0,2024,10,82,2024-10-01
2024-11,0201,Anatomia patol<c3><b3>gica,15,1.0052,15.08,controle,0,1,1,0,0,0,2024,11,83,2024-11-01
2024-12,0201,Anatomia patol<c3><b3>gica,15,1,15,controle,0,1,1,0,0,0,2024,12,84,2024-12-01
2025-01,0201,Anatomia patol<c3><b3>gica,16.88,0.998402555910543,16.85,controle,0,1,1,1,0,0,2025,1,85,2025-01-01
2025-02,0201,Anatomia patol<c3><b3>gica,16.88,0.9854926028136836,16.64,controle,0,1,1,1,0,0,2025,2,86,2025-02-01
2025-03,0201,Anatomia patol<c3><b3>gica,16.88,0.9800045771814674,16.54,controle,0,1,1,1,0,0,2025,3,87,2025-03-01
2025-04,0201,Anatomia patol<c3><b3>gica,16.88,0.9758086002006048,16.47,controle,0,1,1,1,0,0,2025,4,88,2025-04-01
2025-05,0201,Anatomia patol<c3><b3>gica,16.88,0.9723082903553256,16.41,controle,0,1,1,1,0,0,2025,5,89,2025-05-01
2025-06,0201,Anatomia patol<c3><b3>gica,16.88,0.969593428754812,16.37,controle,0,1,1,1,0,0,2025,6,90,2025-06-01
2025-07,0201,Anatomia patol<c3><b3>gica,16.88,0.9665006267492148,16.31,controle,0,1,1,1,0,0,2025,7,91,2025-07-01
2025-08,0201,Anatomia patol<c3><b3>gica,16.88,0.9647640514565928,16.29,controle,0,1,1,1,0,0,2025,8,92,2025-08-01
2025-09,0201,Anatomia patol<c3><b3>gica,16.88,0.9623581560664268,16.24,controle,0,1,1,1,0,0,2025,9,93,2025-09-01
2018-01,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.4400473769328803,12.24,controle,0,0,0,0,0,0,2018,1,1,2018-01-01
2018-02,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.435453924374881,12.2,controle,0,0,0,0,0,0,2018,2,2,2018-02-01
2018-03,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.4341631775151176,12.19,controle,0,0,0,0,0,0,2018,3,3,2018-03-01
2018-04,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.4310149446369165,12.16,controle,0,0,0,0,0,0,2018,4,4,2018-04-01
2018-05,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.4253136898774068,12.12,controle,0,0,0,0,0,0,2018,5,5,2018-05-01
2018-06,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.407578204500698,11.96,controle,0,0,0,0,0,0,2018,6,6,2018-06-01
2018-07,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.4029484745347331,11.93,controle,0,0,0,0,0,0,2018,7,7,2018-07-01
2018-08,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.4042122655737497,11.94,controle,0,0,0,0,0,0,2018,8,8,2018-08-01
2018-09,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.3975042451968052,11.88,controle,0,0,0,0,0,0,2018,9,9,2018-09-01
2018-10,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.391243648777307,11.83,controle,0,0,0,0,0,0,2018,10,10,2018-10-01
2018-11,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.394171408735652,11.85,controle,0,0,0,0,0,0,2018,11,11,2018-11-01
2018-12,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.392083283809937,11.83,controle,0,0,0,0,0,0,2018,12,12,2018-12-01
2019-01,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.387642826764291,11.79,controle,0,0,0,0,0,0,2019,1,13,2019-01-01
2019-02,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.3817015102701298,11.74,controle,0,0,0,0,0,0,2019,2,14,2019-02-01
2019-03,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.3714158910869771,11.66,controle,0,0,0,0,0,0,2019,3,15,2019-03-01
2019-04,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.3636431252729215,11.59,controle,0,0,0,0,0,0,2019,4,16,2019-04-01
2019-05,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.361872690774914,11.58,controle,0,0,0,0,0,0,2019,5,17,2019-05-01
2019-06,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.3617365171232017,11.57,controle,0,0,0,0,0,0,2019,6,18,2019-06-01
2019-07,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.3591541242870564,11.55,controle,0,0,0,0,0,0,2019,7,19,2019-07-01
2019-08,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.3576606975197845,11.54,controle,0,0,0,0,0,0,2019,8,20,2019-08-01
2019-09,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.358203979111429,11.54,controle,0,0,0,0,0,0,2019,9,21,2019-09-01
2019-10,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.3568471319794495,11.53,controle,0,0,0,0,0,0,2019,10,22,2019-10-01
2019-11,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.349962324126405,11.47,controle,0,0,0,0,0,0,2019,11,23,2019-11-01
2019-12,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.334614260134854,11.34,controle,0,0,0,0,0,0,2019,12,24,2019-12-01
2020-01,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.3318174435034964,11.32,controle,0,0,0,0,0,0,2020,1,25,2020-01-01
2020-02,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.3284962029960066,11.29,controle,0,0,0,0,0,0,2020,2,26,2020-02-01
2020-03,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.3275669061616937,11.28,controle,0,0,0,0,0,0,2020,3,27,2020-03-01
2020-04,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.3316951611612935,11.32,controle,0,0,0,0,0,0,2020,4,28,2020-04-01
2020-05,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.3367749058033465,11.36,controle,0,0,0,0,0,0,2020,5,29,2020-05-01
2020-06,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.333308304212394,11.33,controle,0,0,0,0,0,0,2020,6,30,2020-06-01
2020-07,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.328525612009161,11.29,controle,0,0,0,0,0,0,2020,7,31,2020-07-01
2020-08,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.325344784526298,11.27,controle,0,0,0,0,0,0,2020,8,32,2020-08-01
2020-09,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.3169165188059402,11.19,controle,0,0,0,0,0,0,2020,9,33,2020-09-01
2020-10,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.3056876053995046,11.1,controle,0,0,0,0,0,0,2020,10,34,2020-10-01
2020-11,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.2941694968772963,11,controle,0,0,0,0,0,0,2020,11,35,2020-11-01
2020-12,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.2769309293313236,10.85,controle,0,0,0,0,0,0,2020,12,36,2020-12-01
2021-01,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.2737465629240137,10.83,controle,0,0,0,0,0,0,2021,1,37,2021-01-01
2021-02,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.2628857455126057,10.73,controle,0,0,0,0,0,0,2021,2,38,2021-02-01
2021-03,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.2512491286164722,10.64,controle,0,0,0,0,0,0,2021,3,39,2021-03-01
2021-04,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.2473822436611226,10.6,controle,0,0,0,0,0,0,2021,4,40,2021-04-01
2021-05,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.2371141958356864,10.52,controle,0,0,0,0,0,0,2021,5,41,2021-05-01
2021-06,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.2305920579286644,10.46,controle,0,0,0,0,0,0,2021,6,42,2021-06-01
2021-07,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.2188907071401192,10.36,controle,0,0,0,0,0,0,2021,7,43,2021-07-01
2021-08,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.2083778201052038,10.27,controle,0,0,0,0,0,0,2021,8,44,2021-08-01
2021-09,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.1945213721878252,10.15,controle,0,0,0,0,0,0,2021,9,45,2021-09-01
2021-10,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.1797741947534075,10.03,controle,0,0,0,0,0,0,2021,10,46,2021-10-01
2021-11,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.1686718125343314,9.93,controle,0,0,0,0,0,0,2021,11,47,2021-11-01
2021-12,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.1602023354852886,9.86,controle,0,0,0,0,0,0,2021,12,48,2021-12-01
2022-01,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.153970892664898,9.81,controle,0,0,0,0,0,0,2022,1,49,2022-01-01
2022-02,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.142432326170575,9.71,controle,0,0,0,0,0,0,2022,2,50,2022-02-01
2022-03,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.1242199627736422,9.56,controle,0,0,0,0,0,0,2022,3,51,2022-03-01
2022-04,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.1124282236034455,9.46,controle,0,0,0,0,0,0,2022,4,52,2022-04-01
2022-05,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.1072242695366237,9.41,controle,0,0,0,0,0,0,2022,5,53,2022-05-01
2022-06,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.0998552394324266,9.35,controle,0,0,0,0,0,0,2022,6,54,2022-06-01
2022-07,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.1073854605642637,9.41,controle,0,0,0,0,0,0,2022,7,55,2022-07-01
2022-08,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.1113864517907102,9.45,controle,0,0,0,0,0,0,2022,8,56,2022-08-01
2022-09,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.114618846445402,9.47,controle,0,0,0,0,0,0,2022,9,57,2022-09-01
2022-10,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.1080811675568163,9.42,controle,0,0,0,0,0,0,2022,10,58,2022-10-01
2022-11,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.103556585556037,9.38,controle,0,0,0,0,0,0,2022,11,59,2022-11-01
2022-12,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.096756694052909,9.32,controle,0,0,0,0,0,0,2022,12,60,2022-12-01
2023-01,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.0909745290489494,9.27,controle,0,1,0,0,0,0,2023,1,61,2023-01-01
2023-02,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.0818866809291443,9.2,controle,0,1,0,0,0,0,2023,2,62,2023-02-01
2023-03,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.0742594389128632,9.13,controle,0,1,0,0,0,0,2023,3,63,2023-03-01
2023-04,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.0677461871711194,9.08,controle,0,1,0,0,0,0,2023,4,64,2023-04-01
2023-05,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.0652960063564991,9.06,controle,0,1,0,0,0,0,2023,5,65,2023-05-01
2023-06,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.066148925496897,9.06,controle,0,1,0,0,0,0,2023,6,66,2023-06-01
2023-07,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.0648710802006562,9.05,controle,0,1,0,0,0,0,2023,7,67,2023-07-01
2023-08,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.0624274969576537,9.03,controle,0,1,0,0,0,0,2023,8,68,2023-08-01
2023-09,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.059672348850642,9.01,controle,0,1,0,0,0,0,2023,9,69,2023-09-01
2023-10,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.0571352243122925,8.99,controle,0,1,0,0,0,0,2023,10,70,2023-10-01
2023-11,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.0541835104829405,8.96,controle,0,1,0,0,0,0,2023,11,71,2023-11-01
2023-12,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.048312957918596,8.91,controle,0,1,0,0,0,0,2023,12,72,2023-12-01
2024-01,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.043928458393344,8.87,controle,0,1,0,0,0,0,2024,1,73,2024-01-01
2024-02,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.0353351764289835,8.8,controle,0,1,0,0,0,0,2024,2,74,2024-02-01
2024-03,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.0336812863707905,8.79,controle,0,1,1,0,0,0,2024,3,75,2024-03-01
2024-04,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.0297681673349175,8.75,controle,0,1,1,0,0,0,2024,4,76,2024-04-01
2024-05,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.0250529238850463,8.71,controle,0,1,1,0,0,0,2024,5,77,2024-05-01
2024-06,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.0229048237551606,8.69,controle,0,1,1,0,0,0,2024,6,78,2024-06-01
2024-07,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.0190325002541945,8.66,controle,0,1,1,0,0,0,2024,7,79,2024-07-01
2024-08,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.0192363475236994,8.66,controle,0,1,1,0,0,0,2024,8,80,2024-08-01
2024-09,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.014771353568,8.63,controle,0,1,1,0,0,0,2024,9,81,2024-09-01
2024-10,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.00912028,8.58,controle,0,1,1,0,0,0,2024,10,82,2024-10-01
2024-11,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1.0052,8.54,controle,0,1,1,0,0,0,2024,11,83,2024-11-01
2024-12,0202,Diagn<c3><b3>stico biom<c3><a9>dico,8.5,1,8.5,controle,0,1,1,0,0,0,2024,12,84,2024-12-01
2025-01,0202,Diagn<c3><b3>stico biom<c3><a9>dico,9.56,0.998402555910543,9.54,controle,0,1,1,1,0,0,2025,1,85,2025-01-01
2025-02,0202,Diagn<c3><b3>stico biom<c3><a9>dico,9.56,0.9854926028136836,9.42,controle,0,1,1,1,0,0,2025,2,86,2025-02-01
2025-03,0202,Diagn<c3><b3>stico biom<c3><a9>dico,9.56,0.9800045771814674,9.37,controle,0,1,1,1,0,0,2025,3,87,2025-03-01
2025-04,0202,Diagn<c3><b3>stico biom<c3><a9>dico,9.56,0.9758086002006048,9.33,controle,0,1,1,1,0,0,2025,4,88,2025-04-01
2025-05,0202,Diagn<c3><b3>stico biom<c3><a9>dico,9.56,0.9723082903553256,9.3,controle,0,1,1,1,0,0,2025,5,89,2025-05-01
2025-06,0202,Diagn<c3><b3>stico biom<c3><a9>dico,9.56,0.969593428754812,9.27,controle,0,1,1,1,0,0,2025,6,90,2025-06-01
2025-07,0202,Diagn<c3><b3>stico biom<c3><a9>dico,9.56,0.9665006267492148,9.24,controle,0,1,1,1,0,0,2025,7,91,2025-07-01
2025-08,0202,Diagn<c3><b3>stico biom<c3><a9>dico,9.56,0.9647640514565928,9.22,controle,0,1,1,1,0,0,2025,8,92,2025-08-01
2025-09,0202,Diagn<c3><b3>stico biom<c3><a9>dico,9.56,0.9623581560664268,9.2,controle,0,1,1,1,0,0,2025,9,93,2025-09-01
2018-01,0203,Endoscopia,85,1.4400473769328803,122.4,controle,0,0,0,0,0,0,2018,1,1,2018-01-01
2018-02,0203,Endoscopia,85,1.435453924374881,122.01,controle,0,0,0,0,0,0,2018,2,2,2018-02-01
