competencia,uf,cod_subgrupo,nome_subgrupo,qtd_aprovada,valor_total,deflator,valor_total_real,valor_medio,valor_medio_real,grupo_did,tratado,pos_2023,pos_2024,pos_2025,did_2023,did_2024,ano,mes,tempo,data,sistema
2021-09,BR,0301,Consultas/Atend.,921525,276113802.54,1.1945213721878252,329823838.29,299.627034035973,357.9108958411329,controle,0,0,0,0,0,0,2021,9,45,2021-09-01,SIH
2021-10,BR,0301,Consultas/Atend.,896290,231572871.72,1.1797741947534075,273203698.26,258.3682421091388,304.8161847839427,controle,0,0,0,0,0,0,2021,10,46,2021-10-01,SIH
2021-11,BR,0301,Consultas/Atend.,894473,232842958.97,1.1686718125343314,272117002.9,260.3130099734704,304.22047719718756,controle,0,0,0,0,0,0,2021,11,47,2021-11-01,SIH
2021-12,BR,0301,Consultas/Atend.,834096,246595992.5,1.1602023354852886,286101246.42,295.6446170464791,343.0075751712033,controle,0,0,0,0,0,0,2021,12,48,2021-12-01,SIH
2022-01,BR,0301,Consultas/Atend.,894677,233984069.66,1.153970892664898,270010805.73,261.52909894855907,301.7969677660206,controle,0,0,0,0,0,0,2022,1,49,2022-01-01,SIH
2022-02,BR,0301,Consultas/Atend.,939343,244556104.18,1.142432326170575,279388798.98,260.3480349350557,297.43001116737975,controle,0,0,0,0,0,0,2022,2,50,2022-02-01,SIH
2022-03,BR,0301,Consultas/Atend.,936883,276955105.25,1.1242199627736422,311358458.11,295.61333192084817,332.3344090030452,controle,0,0,0,0,0,0,2022,3,51,2022-03-01,SIH
2022-04,BR,0301,Consultas/Atend.,937712,277043449.34,1.1124282236034455,308190952.21,295.4462023947651,328.6626941001075,controle,0,0,0,0,0,0,2022,4,52,2022-04-01,SIH
2022-05,BR,0301,Consultas/Atend.,938054,243518792.73,1.1072242695366237,269629917.4,259.5999726348376,287.43539007349256,controle,0,0,0,0,0,0,2022,5,53,2022-05-01,SIH
2022-06,BR,0301,Consultas/Atend.,984979,278579314.31,1.0998552394324266,306396918.44,282.82766872187125,311.0694932988419,controle,0,0,0,0,0,0,2022,6,54,2022-06-01,SIH
2022-07,BR,0301,Consultas/Atend.,974097,274669297.09,1.1073854605642637,304164786.06,281.9732501896628,312.25307752718675,controle,0,0,0,0,0,0,2022,7,55,2022-07-01,SIH
2022-08,BR,0301,Consultas/Atend.,924947,249509066.61,1.1113864517907102,277300996.23,269.75498770199806,299.80203863572723,controle,0,0,0,0,0,0,2022,8,56,2022-08-01,SIH
2022-09,BR,0301,Consultas/Atend.,896035,262417187.6,1.114618846445402,292495142.93,292.8648854118422,326.4327207419353,controle,0,0,0,0,0,0,2022,9,57,2022-09-01,SIH
2022-10,BR,0301,Consultas/Atend.,901417,251402828.07,1.1080811675568163,278574739.25,278.897367222939,309.0409202954903,controle,0,0,0,0,0,0,2022,10,58,2022-10-01,SIH
2022-11,BR,0301,Consultas/Atend.,886913,264461533.63,1.103556585556037,291848267.06,298.1820467509215,329.06076138245805,controle,0,0,0,0,0,0,2022,11,59,2022-11-01,SIH
2022-12,BR,0301,Consultas/Atend.,893116,263528001.18,1.096756694052909,289026099.36,295.06581584027157,323.6154087039086,controle,0,0,0,0,0,0,2022,12,60,2022-12-01,SIH
2023-01,BR,0301,Consultas/Atend.,931871,251372773.78,1.0909745290489494,274241293.49,269.7506133145038,294.2910483210659,controle,0,1,0,0,0,0,2023,1,61,2023-01-01,SIH
2023-02,BR,0301,Consultas/Atend.,895322,263092359.59,1.0818866809291443,284636119.69,293.85222254116394,317.9148057235274,controle,0,1,0,0,0,0,2023,2,62,2023-02-01,SIH
2023-03,BR,0301,Consultas/Atend.,976972,253491465.01,1.0742594389128632,272315598.97,259.4664586190802,278.7342922519786,controle,0,1,0,0,0,0,2023,3,63,2023-03-01,SIH
2023-04,BR,0301,Consultas/Atend.,946558,280096096.51,1.0677461871711194,299071539.09,295.9101254334124,315.95690817678366,controle,0,1,0,0,0,0,2023,4,64,2023-04-01,SIH
2023-05,BR,0301,Consultas/Atend.,948078,242751744.77,1.0652960063564991,258602464.24,256.0461742282808,272.7649668487192,controle,0,1,0,0,0,0,2023,5,65,2023-05-01,SIH
2023-06,BR,0301,Consultas/Atend.,941254,243115800.57,1.066148925496897,259197649.55,258.28926152770663,275.37481864618906,controle,0,1,0,0,0,0,2023,6,66,2023-06-01,SIH
2023-07,BR,0301,Consultas/Atend.,1003644,302665499.13,1.0648710802006562,322299737,301.5665904743116,321.12954095276814,controle,0,1,0,0,0,0,2023,7,67,2023-07-01,SIH
2023-08,BR,0301,Consultas/Atend.,969786,268433458.82,1.0624274969576537,285191087.75,276.79659102111185,294.0763093610343,controle,0,1,0,0,0,0,2023,8,68,2023-08-01,SIH
2023-09,BR,0301,Consultas/Atend.,917852,281039935.79,1.059672348850642,297810248.88,306.193085366704,324.4643459729891,controle,0,1,0,0,0,0,2023,9,69,2023-09-01,SIH
2023-10,BR,0301,Consultas/Atend.,922985,246014857.56,1.0571352243122925,260070971.63,266.54263889445656,281.7716123555637,controle,0,1,0,0,0,0,2023,10,70,2023-10-01,SIH
2023-11,BR,0301,Consultas/Atend.,910940,246718508.09,1.0541835104829405,260086582.96,270.83947141414365,285.5145047533317,controle,0,1,0,0,0,0,2023,11,71,2023-11-01,SIH
2023-12,BR,0301,Consultas/Atend.,861147,257457361.32,1.048312957918596,269895887.98,298.97028186825247,313.4144205112484,controle,0,1,0,0,0,0,2023,12,72,2023-12-01,SIH
2024-01,BR,0301,Consultas/Atend.,915919,258889872.98,1.043928458393344,270262505.99,282.65586037629964,295.07249657447875,controle,0,1,0,0,0,0,2024,1,73,2024-01-01,SIH
2024-02,BR,0301,Consultas/Atend.,964192,252243617.39,1.0353351764289835,261156690.11,261.61139834182404,270.8554832543726,controle,0,1,0,0,0,0,2024,2,74,2024-02-01,SIH
2024-03,BR,0301,Consultas/Atend.,957929,258225370.48,1.0336812863707905,266922733.13,269.5662940364056,278.6456335803593,controle,0,1,1,0,0,0,2024,3,75,2024-03-01,SIH
2024-04,BR,0301,Consultas/Atend.,1007129,264255946.07,1.0297681673349175,272122361.29,262.3854005494827,270.1961330574336,controle,0,1,1,0,0,0,2024,4,76,2024-04-01,SIH
2024-05,BR,0301,Consultas/Atend.,949344,257900677.99,1.0250529238850463,264361844.05,271.66198763567263,278.4679147390198,controle,0,1,1,0,0,0,2024,5,77,2024-05-01,SIH
2024-06,BR,0301,Consultas/Atend.,976872,247131722.16,1.0229048237551606,252792230.7,252.982706188733,258.7772304866963,controle,0,1,1,0,0,0,2024,6,78,2024-06-01,SIH
2024-07,BR,0301,Consultas/Atend.,1083317,278248361.31,1.0190325002541945,283544123.32,256.84851369451417,261.7369830991298,controle,0,1,1,0,0,0,2024,7,79,2024-07-01,SIH
2024-08,BR,0301,Consultas/Atend.,1019272,280908500.7,1.0192363475236994,286312154.24,275.59719162304077,280.89867497586516,controle,0,1,1,0,0,0,2024,8,80,2024-08-01,SIH
2024-09,BR,0301,Consultas/Atend.,920167,235526337.38,1.014771353568,239005380.18,255.96042607483207,259.7413080234349,controle,0,1,1,0,0,0,2024,9,81,2024-09-01,SIH
2024-10,BR,0301,Consultas/Atend.,918010,256116492.21,1.00912028,258452346.33,278.9909611115347,281.53543679262754,controle,0,1,1,0,0,0,2024,10,82,2024-10-01,SIH
2024-11,BR,0301,Consultas/Atend.,896693,251037527.83,1.0052,252342922.97,279.9592813036346,281.41506956115416,controle,0,1,1,0,0,0,2024,11,83,2024-11-01,SIH
2024-12,BR,0301,Consultas/Atend.,962210,252630470.19,1,252630470.19,262.552322455597,262.552322455597,controle,0,1,1,0,0,0,2024,12,84,2024-12-01,SIH
2025-01,BR,0301,Consultas/Atend.,955472,241926669.19,0.998402555910543,241540204.86,253.2012127932582,252.79673801011438,controle,0,1,1,1,0,0,2025,1,85,2025-01-01,SIH
2025-02,BR,0301,Consultas/Atend.,1018415,287425945.59,0.9854926028136836,283256143.24,282.22870400573436,278.13430010359235,controle,0,1,1,1,0,0,2025,2,86,2025-02-01,SIH
2025-03,BR,0301,Consultas/Atend.,1025920,299601271.27,0.9800045771814674,293610617.17,292.0318068367904,286.192507378743,controle,0,1,1,1,0,0,2025,3,87,2025-03-01,SIH
2025-04,BR,0301,Consultas/Atend.,1011051,308331521.46,0.9758086002006048,300872550.35,304.96139310479884,297.58395011725423,controle,0,1,1,1,0,0,2025,4,88,2025-04-01,SIH
2025-05,BR,0301,Consultas/Atend.,1067716,321039179.05,0.9723082903553256,312149055.32,300.67843794604556,292.3521379467948,controle,0,1,1,1,0,0,2025,5,89,2025-05-01,SIH
2025-06,BR,0301,Consultas/Atend.,1049538,316601745.49,0.969593428754812,306974971.96,301.6582015038998,292.4858099087408,controle,0,1,1,1,0,0,2025,6,90,2025-06-01,SIH
2025-07,BR,0301,Consultas/Atend.,1035574,287252684.87,0.9665006267492148,277629899.96,277.3849911932899,268.0927678369677,controle,0,1,1,1,0,0,2025,7,91,2025-07-01,SIH
2025-08,BR,0301,Consultas/Atend.,1018802,275948591.97,0.9647640514565928,266225281.58,270.85595824311304,261.3120916331142,controle,0,1,1,1,0,0,2025,8,92,2025-08-01,SIH
2025-09,BR,0301,Consultas/Atend.,1014844,282967256.91,0.9623581560664268,272315847.59,278.82832919148166,268.3327167426718,controle,0,1,1,1,0,0,2025,9,93,2025-09-01,SIH
2018-01,BR,0303,Trat. cl<c3><ad>nicos,387018,218709475.62,1.4400473769328803,314952006.68,565.1144794815746,813.7916238521206,controle,0,0,0,0,0,0,2018,1,1,2018-01-01,SIH
2018-02,BR,0303,Trat. cl<c3><ad>nicos,408395,219262226.42,1.435453924374881,314740823.38,536.887636773222,770.677465150161,controle,0,0,0,0,0,0,2018,2,2,2018-02-01,SIH
2018-03,BR,0303,Trat. cl<c3><ad>nicos,415660,244418022.51,1.4341631775151176,350535327.8,588.0239198142713,843.3222532839341,controle,0,0,0,0,0,0,2018,3,3,2018-03-01,SIH
2018-04,BR,0303,Trat. cl<c3><ad>nicos,439454,247495286.15,1.4310149446369165,354169453.21,563.1881520022573,805.9306621625926,controle,0,0,0,0,0,0,2018,4,4,2018-04-01,SIH
2018-05,BR,0303,Trat. cl<c3><ad>nicos,444523,262475431.65,1.4253136898774068,374109825.99,590.4653564607456,841.5983559680826,controle,0,0,0,0,0,0,2018,5,5,2018-05-01,SIH
2018-06,BR,0303,Trat. cl<c3><ad>nicos,450088,265530236.25,1.407578204500698,373754573.18,589.9518233101082,830.4033281935978,controle,0,0,0,0,0,0,2018,6,6,2018-06-01,SIH
2018-07,BR,0303,Trat. cl<c3><ad>nicos,444063,254125439.43,1.4029484745347331,356524897.59,572.2733923564899,802.8700828260854,controle,0,0,0,0,0,0,2018,7,7,2018-07-01,SIH
2018-08,BR,0303,Trat. cl<c3><ad>nicos,444643,260993172.4,1.4042122655737497,366489813.92,586.9724079767365,824.2338548453479,controle,0,0,0,0,0,0,2018,8,8,2018-08-01,SIH
2018-09,BR,0303,Trat. cl<c3><ad>nicos,427497,242419644.72,1.3975042451968052,338782482.62,567.0674758419357,792.4792048131332,controle,0,0,0,0,0,0,2018,9,9,2018-09-01,SIH
2018-10,BR,0303,Trat. cl<c3><ad>nicos,412650,236102122.58,1.391243648777307,328475578.5,572.1607235671877,796.0149727371864,controle,0,0,0,0,0,0,2018,10,10,2018-10-01,SIH
2018-11,BR,0303,Trat. cl<c3><ad>nicos,419774,223788112.67,1.394171408735652,311998988.3,533.1157067136126,743.2546758493856,controle,0,0,0,0,0,0,2018,11,11,2018-11-01,SIH
2018-12,BR,0303,Trat. cl<c3><ad>nicos,409406,227094974.95,1.392083283809937,316135118.47,554.6938123769559,772.1799838546578,controle,0,0,0,0,0,0,2018,12,12,2018-12-01,SIH
2019-01,BR,0303,Trat. cl<c3><ad>nicos,428941,224814147.72,1.387642826764291,311961739.44,524.1143833767348,727.2835644995465,controle,0,0,0,0,0,0,2019,1,13,2019-01-01,SIH
2019-02,BR,0303,Trat. cl<c3><ad>nicos,418556,230368842.96,1.3817015102701298,318300978.24,550.3895367883867,760.4740542245244,controle,0,0,0,0,0,0,2019,2,14,2019-02-01,SIH
2019-03,BR,0303,Trat. cl<c3><ad>nicos,412126,212382387.45,1.3714158910869771,291264581.14,515.3336296423909,706.7367289130023,controle,0,0,0,0,0,0,2019,3,15,2019-03-01,SIH
2019-04,BR,0303,Trat. cl<c3><ad>nicos,448641,232401130.77,1.3636431252729215,316912204.28,518.0113515483426,706.382618351867,controle,0,0,0,0,0,0,2019,4,16,2019-04-01,SIH
2019-05,BR,0303,Trat. cl<c3><ad>nicos,426869,240677102.72,1.361872690774914,327771573.49,563.8195856808529,767.8504962646621,controle,0,0,0,0,0,0,2019,5,17,2019-05-01,SIH
2019-06,BR,0303,Trat. cl<c3><ad>nicos,439318,246675112.51,1.3617365171232017,335906508.57,561.4955738440036,764.60902710565006,controle,0,0,0,0,0,0,2019,6,18,2019-06-01,SIH
2019-07,BR,0303,Trat. cl<c3><ad>nicos,441279,226712363.02,1.3591541242870564,308137043.23,513.7619578996508,698.2816839913071,controle,0,0,0,0,0,0,2019,7,19,2019-07-01,SIH
2019-08,BR,0303,Trat. cl<c3><ad>nicos,477274,262517808.94,1.3576606975197845,356410111.6,550.0358472072646,746.762051986909,controle,0,0,0,0,0,0,2019,8,20,2019-08-01,SIH
2019-09,BR,0303,Trat. cl<c3><ad>nicos,419684,249417096.64,1.358203979111429,338759293.11,594.2973681150579,807.1770501377227,controle,0,0,0,0,0,0,2019,9,21,2019-09-01,SIH
2019-10,BR,0303,Trat. cl<c3><ad>nicos,415780,215984320.28,1.3568471319794495,293057705.52,519.4677961421905,704.8383893405165,controle,0,0,0,0,0,0,2019,10,22,2019-10-01,SIH
2019-11,BR,0303,Trat. cl<c3><ad>nicos,412320,213329522.53,1.349962324126405,287986818.04,517.3882482780365,698.4546421226232,controle,0,0,0,0,0,0,2019,11,23,2019-11-01,SIH
2019-12,BR,0303,Trat. cl<c3><ad>nicos,397443,208668082.68,1.334614260134854,278491398.78,525.0264382062334,700.7077713785372,controle,0,0,0,0,0,0,2019,12,24,2019-12-01,SIH
2020-01,BR,0303,Trat. cl<c3><ad>nicos,401238,232611877.78,1.3318174435034964,309796556.39,579.7354133456951,772.101736101765,controle,0,0,0,0,0,0,2020,1,25,2020-01-01,SIH
2020-02,BR,0303,Trat. cl<c3><ad>nicos,421051,235949936.67,1.3284962029960066,313458594.96,560.3832710764254,744.4670478398103,controle,0,0,0,0,0,0,2020,2,26,2020-02-01,SIH
2020-03,BR,0303,Trat. cl<c3><ad>nicos,238285,120484345.27,1.3275669061616937,159951029.49,505.6312620181715,671.2593301718531,controle,0,0,0,0,0,0,2020,3,27,2020-03-01,SIH
2020-04,BR,0303,Trat. cl<c3><ad>nicos,247297,140844582.83,1.3316951611612935,187562049.43,569.5361562412808,758.4485433709265,controle,0,0,0,0,0,0,2020,4,28,2020-04-01,SIH
2020-05,BR,0303,Trat. cl<c3><ad>nicos,244906,126277729.06,1.3367749058033465,168804899.37,515.6171308992022,689.2640415914677,controle,0,0,0,0,0,0,2020,5,29,2020-05-01,SIH
2020-06,BR,0303,Trat. cl<c3><ad>nicos,262346,157457485.33,1.333308304212394,209939372.75,600.1901509075801,800.2385123081732,controle,0,0,0,0,0,0,2020,6,30,2020-06-01,SIH
2020-07,BR,0303,Trat. cl<c3><ad>nicos,335401,201123602.75,1.328525612009161,267197857.43,599.6511720298986,796.6519403042925,controle,0,0,0,0,0,0,2020,7,31,2020-07-01,SIH
2020-08,BR,0303,Trat. cl<c3><ad>nicos,356656,178692972.64,1.325344784526298,236829799.32,501.02331837961503,664.0286419406935,controle,0,0,0,0,0,0,2020,8,32,2020-08-01,SIH
2020-09,BR,0303,Trat. cl<c3><ad>nicos,335170,176317352.13,1.3169165188059402,232195233.57,526.0535015962049,692.7685460214219,controle,0,0,0,0,0,0,2020,9,33,2020-09-01,SIH
2020-10,BR,0303,Trat. cl<c3><ad>nicos,390728,210662687.41,1.3056876053995046,275059659.87,539.1543155596733,703.9671072203681,controle,0,0,0,0,0,0,2020,10,34,2020-10-01,SIH
2020-11,BR,0303,Trat. cl<c3><ad>nicos,349890,189236052.44,1.2941694968772963,244903526.78,540.8444152162108,699.9443447369173,controle,0,0,0,0,0,0,2020,11,35,2020-11-01,SIH
2020-12,BR,0303,Trat. cl<c3><ad>nicos,370691,187917199.66,1.2769309293313236,239957284.4,506.9375832162097,647.324279251452,controle,0,0,0,0,0,0,2020,12,36,2020-12-01,SIH
2021-01,BR,0303,Trat. cl<c3><ad>nicos,331192,182698165.45,1.2737465629240137,232711160.29,551.6382202770598,702.6472870419575,controle,0,0,0,0,0,0,2021,1,37,2021-01-01,SIH
2021-02,BR,0303,Trat. cl<c3><ad>nicos,345406,193895300.22,1.2628857455126057,244867610.77,561.3547541733496,708.9269172220518,controle,0,0,0,0,0,0,2021,2,38,2021-02-01,SIH
2021-03,BR,0303,Trat. cl<c3><ad>nicos,353125,193384830.05,1.2512491286164722,241972600.09,547.6384567787611,685.2321418477876,controle,0,0,0,0,0,0,2021,3,39,2021-03-01,SIH
2021-04,BR,0303,Trat. cl<c3><ad>nicos,399021,231978772.07,1.2473822436611226,289366201.19,581.3698328408781,725.1904064948963,controle,0,0,0,0,0,0,2021,4,40,2021-04-01,SIH
2021-05,BR,0303,Trat. cl<c3><ad>nicos,423227,243683233.4,1.2371141958356864,301463987.33,575.7743088224522,712.2985710505237,controle,0,0,0,0,0,0,2021,5,41,2021-05-01,SIH
2021-06,BR,0303,Trat. cl<c3><ad>nicos,410529,229055929.41,1.2305920579286644,281874407.55,557.953102972019,686.6126572057029,controle,0,0,0,0,0,0,2021,6,42,2021-06-01,SIH
2021-07,BR,0303,Trat. cl<c3><ad>nicos,480765,286024991.68,1.2188907071401192,348633204.37,594.9372181419196,725.1634465279294,controle,0,0,0,0,0,0,2021,7,43,2021-07-01,SIH
2021-08,BR,0303,Trat. cl<c3><ad>nicos,459236,232548608.79,1.2083778201052038,281006580.96,506.38148749226974,611.9001580015504,controle,0,0,0,0,0,0,2021,8,44,2021-08-01,SIH
2021-09,BR,0303,Trat. cl<c3><ad>nicos,459638,246060503.32,1.1945213721878252,293924530.07,535.335423354901,639.4696044931011,controle,0,0,0,0,0,0,2021,9,45,2021-09-01,SIH
2021-10,BR,0303,Trat. cl<c3><ad>nicos,444506,248388386,1.1797741947534075,293042208.08,558.7964751881865,659.2536615478756,controle,0,0,0,0,0,0,2021,10,46,2021-10-01,SIH
2021-11,BR,0303,Trat. cl<c3><ad>nicos,439573,235372861.55,1.1686718125343314,275073628.73,535.4579593150626,625.7746238508735,controle,0,0,0,0,0,0,2021,11,47,2021-11-01,SIH
2021-12,BR,0303,Trat. cl<c3><ad>nicos,414597,228757067.78,1.1602023354852886,265404484.3,551.7576532874092,640.1505179728749,controle,0,0,0,0,0,0,2021,12,48,2021-12-01,SIH
2022-01,BR,0303,Trat. cl<c3><ad>nicos,437509,261695693.35,1.153970892664898,301989212.86,598.1492800148111,690.2468586017659,controle,0,0,0,0,0,0,2022,1,49,2022-01-01,SIH
2022-02,BR,0303,Trat. cl<c3><ad>nicos,453076,266669188.41,1.142432326170575,304651501.23,588.5749596314967,672.4070602503774,controle,0,0,0,0,0,0,2022,2,50,2022-02-01,SIH
