cod_subgrupo,nome_subgrupo,competencia,grupo_did,tratado,pos_2023,pos_2024,pos_2025,did_2023,did_2024,tempo,data,qtd_aprovada,valor_total_real,log_qtd
0201,Anatomia patol<c3><b3>gica,2021-01,controle,0,0,0,0,0,0,37,2021-01-01,1737282,35215692.68,14.367832956535088
0201,Anatomia patol<c3><b3>gica,2021-02,controle,0,0,0,0,0,0,38,2021-02-01,1754045,35310127.23,14.377435677340046
0201,Anatomia patol<c3><b3>gica,2021-03,controle,0,0,0,0,0,0,39,2021-03-01,1833749,34654625.83,14.421873608439329
0201,Anatomia patol<c3><b3>gica,2021-04,controle,0,0,0,0,0,0,40,2021-04-01,2161901,39909985.44,14.586498947754297
0201,Anatomia patol<c3><b3>gica,2021-05,controle,0,0,0,0,0,0,41,2021-05-01,2106412,38035862.95,14.560497058812492
0201,Anatomia patol<c3><b3>gica,2021-06,controle,0,0,0,0,0,0,42,2021-06-01,2042220,40252607.76,14.529548499078812
0201,Anatomia patol<c3><b3>gica,2021-07,controle,0,0,0,0,0,0,43,2021-07-01,2366550,41099306.55,14.676944178909661
0201,Anatomia patol<c3><b3>gica,2021-08,controle,0,0,0,0,0,0,44,2021-08-01,2426799,46397645.96,14.70208407505028
0201,Anatomia patol<c3><b3>gica,2021-09,controle,0,0,0,0,0,0,45,2021-09-01,2392149,42988925.6,14.68770310111663
0201,Anatomia patol<c3><b3>gica,2021-10,controle,0,0,0,0,0,0,46,2021-10-01,2367875,43582829.86,14.677503908750081
0201,Anatomia patol<c3><b3>gica,2021-11,controle,0,0,0,0,0,0,47,2021-11-01,2458361,41959194.18,14.715005832471007
0201,Anatomia patol<c3><b3>gica,2021-12,controle,0,0,0,0,0,0,48,2021-12-01,2339199,38907331.21,14.665319548537596
0201,Anatomia patol<c3><b3>gica,2022-01,controle,0,0,0,0,0,0,49,2022-01-01,2443634,40753251.93,14.708997242784982
0201,Anatomia patol<c3><b3>gica,2022-02,controle,0,0,0,0,0,0,50,2022-02-01,2338044,41367953.07,14.664825668048772
0201,Anatomia patol<c3><b3>gica,2022-03,controle,0,0,0,0,0,0,51,2022-03-01,2528820,41975043.97,14.743263744183135
0201,Anatomia patol<c3><b3>gica,2022-04,controle,0,0,0,0,0,0,52,2022-04-01,2454175,40320719.53,14.713301621322666
0201,Anatomia patol<c3><b3>gica,2022-05,controle,0,0,0,0,0,0,53,2022-05-01,2522866,41576680.83,14.740906511211909
0201,Anatomia patol<c3><b3>gica,2022-06,controle,0,0,0,0,0,0,54,2022-06-01,2457573,39715344.43,14.714685242452445
0201,Anatomia patol<c3><b3>gica,2022-07,controle,0,0,0,0,0,0,55,2022-07-01,2508140,40819022.33,14.735052399250351
0201,Anatomia patol<c3><b3>gica,2022-08,controle,0,0,0,0,0,0,56,2022-08-01,2457266,39365095.89,14.714560314707926
0201,Anatomia patol<c3><b3>gica,2022-09,controle,0,0,0,0,0,0,57,2022-09-01,2406478,40966703.67,14.693675241321134
0201,Anatomia patol<c3><b3>gica,2022-10,controle,0,0,0,0,0,0,58,2022-10-01,2343313,40293206.05,14.667076724729085
0201,Anatomia patol<c3><b3>gica,2022-11,controle,0,0,0,0,0,0,59,2022-11-01,2417880,39308114.62,14.698402094719182
0201,Anatomia patol<c3><b3>gica,2022-12,controle,0,0,0,0,0,0,60,2022-12-01,2410736,40113770.37,14.695443067845387
0201,Anatomia patol<c3><b3>gica,2023-01,controle,0,1,0,0,0,0,61,2023-01-01,2498425,42078026.01,14.73117149155712
0201,Anatomia patol<c3><b3>gica,2023-02,controle,0,1,0,0,0,0,62,2023-02-01,2440656,39503948.77,14.707777823319882
0201,Anatomia patol<c3><b3>gica,2023-03,controle,0,1,0,0,0,0,63,2023-03-01,2481848,42305634.16,14.724514404862138
0201,Anatomia patol<c3><b3>gica,2023-04,controle,0,1,0,0,0,0,64,2023-04-01,2635904,41162038.28,14.78473713450138
0201,Anatomia patol<c3><b3>gica,2023-05,controle,0,1,0,0,0,0,65,2023-05-01,2708567,45931242.39,14.811930639912251
0201,Anatomia patol<c3><b3>gica,2023-06,controle,0,1,0,0,0,0,66,2023-06-01,2557433,41810798.71,14.754514970023314
0201,Anatomia patol<c3><b3>gica,2023-07,controle,0,1,0,0,0,0,67,2023-07-01,2474858,38085089.1,14.721693982665123
0201,Anatomia patol<c3><b3>gica,2023-08,controle,0,1,0,0,0,0,68,2023-08-01,2618569,41818403.55,14.778138925206688
0201,Anatomia patol<c3><b3>gica,2023-09,controle,0,1,0,0,0,0,69,2023-09-01,2458733,38338156.32,14.7151571412926
0201,Anatomia patol<c3><b3>gica,2023-10,controle,0,1,0,0,0,0,70,2023-10-01,2416653,36562159.23,14.6978944967697
0201,Anatomia patol<c3><b3>gica,2023-11,controle,0,1,0,0,0,0,71,2023-11-01,2442455,37087706.25,14.708514648407235
0201,Anatomia patol<c3><b3>gica,2023-12,controle,0,1,0,0,0,0,72,2023-12-01,2487602,40216722.84,14.726830154192813
0201,Anatomia patol<c3><b3>gica,2024-01,controle,0,1,0,0,0,0,73,2024-01-01,2468361,40388636.68,14.719065330722964
0201,Anatomia patol<c3><b3>gica,2024-02,controle,0,1,0,0,0,0,74,2024-02-01,2623130,43367063.23,14.779879200415483
0201,Anatomia patol<c3><b3>gica,2024-03,controle,0,1,1,0,0,0,75,2024-03-01,2616426,38028610.92,14.777320204538958
0201,Anatomia patol<c3><b3>gica,2024-04,controle,0,1,1,0,0,0,76,2024-04-01,2592500,40382908.4,14.768133604813807
0201,Anatomia patol<c3><b3>gica,2024-05,controle,0,1,1,0,0,0,77,2024-05-01,2658866,41559559.3,14.793410650170113
0201,Anatomia patol<c3><b3>gica,2024-06,controle,0,1,1,0,0,0,78,2024-06-01,2607430,37534319.74,14.773876003378462
0201,Anatomia patol<c3><b3>gica,2024-07,controle,0,1,1,0,0,0,79,2024-07-01,2554282,37391293.43,14.753282116013944
0201,Anatomia patol<c3><b3>gica,2024-08,controle,0,1,1,0,0,0,80,2024-08-01,2623689,41816305.82,14.780092281823107
0201,Anatomia patol<c3><b3>gica,2024-09,controle,0,1,1,0,0,0,81,2024-09-01,2535602,36821893.78,14.745942036543365
0201,Anatomia patol<c3><b3>gica,2024-10,controle,0,1,1,0,0,0,82,2024-10-01,2525732,39433418.02,14.742041875593271
0201,Anatomia patol<c3><b3>gica,2024-11,controle,0,1,1,0,0,0,83,2024-11-01,2482561,39881450.16,14.724801649413365
0201,Anatomia patol<c3><b3>gica,2024-12,controle,0,1,1,0,0,0,84,2024-12-01,2551256,36778280.58,14.75209673685549
0201,Anatomia patol<c3><b3>gica,2025-01,controle,0,1,1,1,0,0,85,2025-01-01,2663657,40064549.58,14.795210924022829
0201,Anatomia patol<c3><b3>gica,2025-02,controle,0,1,1,1,0,0,86,2025-02-01,2746369,40054528.13,14.825790597675338
0201,Anatomia patol<c3><b3>gica,2025-03,controle,0,1,1,1,0,0,87,2025-03-01,2733520,42577798.79,14.821101079746068
0201,Anatomia patol<c3><b3>gica,2025-04,controle,0,1,1,1,0,0,88,2025-04-01,2855061,44423636.55,14.864604117123667
0201,Anatomia patol<c3><b3>gica,2025-05,controle,0,1,1,1,0,0,89,2025-05-01,2791565,39781022.99,14.842113286655636
0201,Anatomia patol<c3><b3>gica,2025-06,controle,0,1,1,1,0,0,90,2025-06-01,2755390,40089902.81,14.82906991427388
0201,Anatomia patol<c3><b3>gica,2025-07,controle,0,1,1,1,0,0,91,2025-07-01,2835753,38648292.12,14.857818420981873
0201,Anatomia patol<c3><b3>gica,2025-08,controle,0,1,1,1,0,0,92,2025-08-01,2655267,39690785.7,14.7920561491835
0201,Anatomia patol<c3><b3>gica,2025-09,controle,0,1,1,1,0,0,93,2025-09-01,2813814,38198154.83,14.850051771780327
0202,Anatomia patol<c3><b3>,2018-03,controle,0,0,0,0,0,0,3,2018-03-01,8737798,103983617.78,15.983168885253436
0202,Diag. biom<c3><a9>dico,2018-01,controle,0,0,0,0,0,0,1,2018-01-01,8243989,97202125.21,15.924995007988354
0202,Diag. biom<c3><a9>dico,2018-02,controle,0,0,0,0,0,0,2,2018-02-01,8643758,104762241.95,15.972348115609414
0202,Diag. biom<c3><a9>dico,2018-04,controle,0,0,0,0,0,0,4,2018-04-01,8937965,112894033.4,16.005818604485306
0202,Diag. biom<c3><a9>dico,2018-05,controle,0,0,0,0,0,0,5,2018-05-01,8624968,111261996.82,15.97017192667234
0202,Diag. biom<c3><a9>dico,2018-06,controle,0,0,0,0,0,0,6,2018-06-01,8742827,105032403.08,15.983744265088353
0202,Diag. biom<c3><a9>dico,2018-07,controle,0,0,0,0,0,0,7,2018-07-01,9093969,109196706.74,16.02312211448327
0202,Diag. biom<c3><a9>dico,2018-08,controle,0,0,0,0,0,0,8,2018-08-01,8715807,110206447.94,15.980648946350598
0202,Diag. biom<c3><a9>dico,2018-09,controle,0,0,0,0,0,0,9,2018-09-01,8229234,101615677.84,15.923203615720498
0202,Diag. biom<c3><a9>dico,2018-10,controle,0,0,0,0,0,0,10,2018-10-01,8671756,107018917.92,15.975581981051251
0202,Diag. biom<c3><a9>dico,2018-11,controle,0,0,0,0,0,0,11,2018-11-01,8202023,100728953.77,15.919891511045442
0202,Diag. biom<c3><a9>dico,2018-12,controle,0,0,0,0,0,0,12,2018-12-01,8556695,99686576.33,15.962224692299555
0202,Diag. biom<c3><a9>dico,2019-01,controle,0,0,0,0,0,0,13,2019-01-01,8950111,101058685.98,16.007176604139218
0202,Diag. biom<c3><a9>dico,2019-02,controle,0,0,0,0,0,0,14,2019-02-01,8780275,103401073.37,15.988018400196955
0202,Diag. biom<c3><a9>dico,2019-03,controle,0,0,0,0,0,0,15,2019-03-01,8830245,103843739.47,15.993693431761722
0202,Diag. biom<c3><a9>dico,2019-04,controle,0,0,0,0,0,0,16,2019-04-01,8968784,103548590.75,16.009260773355578
0202,Diag. biom<c3><a9>dico,2019-05,controle,0,0,0,0,0,0,17,2019-05-01,8881584,108092862.9,15.999490590031723
0202,Diag. biom<c3><a9>dico,2019-06,controle,0,0,0,0,0,0,18,2019-06-01,8998471,103755432.82,16.012565343108836
0202,Diag. biom<c3><a9>dico,2019-07,controle,0,0,0,0,0,0,19,2019-07-01,9167578,103081139.29,16.031183796288907
0202,Diag. biom<c3><a9>dico,2019-08,controle,0,0,0,0,0,0,20,2019-08-01,8534951,98095915.43,15.959680290293282
0202,Diag. biom<c3><a9>dico,2019-09,controle,0,0,0,0,0,0,21,2019-09-01,8739046,100246403.43,15.983311702784944
0202,Diag. biom<c3><a9>dico,2019-10,controle,0,0,0,0,0,0,22,2019-10-01,8381947,90217862.6,15.941590903677927
0202,Diag. biom<c3><a9>dico,2019-11,controle,0,0,0,0,0,0,23,2019-11-01,8316361,98919963.46,15.933735457556145
0202,Diag. biom<c3><a9>dico,2019-12,controle,0,0,0,0,0,0,24,2019-12-01,8817614,106497512.6,15.99226198325283
0202,Diag. biom<c3><a9>dico,2020-01,controle,0,0,0,0,0,0,25,2020-01-01,8556834,97747481.05,15.962240936755478
0202,Diag. biom<c3><a9>dico,2020-02,controle,0,0,0,0,0,0,26,2020-02-01,9276536,105237839.37,16.04299886701439
0202,Diag. biom<c3><a9>dico,2020-03,controle,0,0,0,0,0,0,27,2020-03-01,4062613,47748259.73,15.217337166764874
0202,Diag. biom<c3><a9>dico,2020-04,controle,0,0,0,0,0,0,28,2020-04-01,4178783,45261669.4,15.245530853087772
0202,Diag. biom<c3><a9>dico,2020-05,controle,0,0,0,0,0,0,29,2020-05-01,4274138,50450396.29,15.268093236559816
0202,Diag. biom<c3><a9>dico,2020-06,controle,0,0,0,0,0,0,30,2020-06-01,6147535,67005109.97,15.631561909094378
0202,Diag. biom<c3><a9>dico,2020-07,controle,0,0,0,0,0,0,31,2020-07-01,6004011,71463755.92,15.607938470401047
0202,Diag. biom<c3><a9>dico,2020-08,controle,0,0,0,0,0,0,32,2020-08-01,5713048,65607547.85,15.558263414599628
0202,Diag. biom<c3><a9>dico,2020-09,controle,0,0,0,0,0,0,33,2020-09-01,6985166,78322127.21,15.759299458762488
0202,Diag. biom<c3><a9>dico,2020-10,controle,0,0,0,0,0,0,34,2020-10-01,7193420,75490237.72,15.788677416262269
0202,Diag. biom<c3><a9>dico,2020-11,controle,0,0,0,0,0,0,35,2020-11-01,7019526,79815225.07,15.764206394814554
0202,Diag. biom<c3><a9>dico,2020-12,controle,0,0,0,0,0,0,36,2020-12-01,6938563,75308940.47,15.752605394646316
0202,Diag. biom<c3><a9>dico,2021-01,controle,0,0,0,0,0,0,37,2021-01-01,7007668,72184138.46,15.762515678747752
0202,Diag. biom<c3><a9>dico,2021-02,controle,0,0,0,0,0,0,38,2021-02-01,6779971,75461739.37,15.72948353011454
0202,Diag. biom<c3><a9>dico,2021-03,controle,0,0,0,0,0,0,39,2021-03-01,6987202,70836881.17,15.759590891069879
0202,Diag. biom<c3><a9>dico,2021-04,controle,0,0,0,0,0,0,40,2021-04-01,7919108,85957592.39,15.884789257462009
0202,Diag. biom<c3><a9>dico,2021-05,controle,0,0,0,0,0,0,41,2021-05-01,8195485,85780668.98,15.919094072855563
0202,Diag. biom<c3><a9>dico,2021-06,controle,0,0,0,0,0,0,42,2021-06-01,7703333,85056655.76,15.857163780125072
0202,Diag. biom<c3><a9>dico,2021-07,controle,0,0,0,0,0,0,43,2021-07-01,9451076,97383937.85,16.061639261230006
0202,Diag. biom<c3><a9>dico,2021-08,controle,0,0,0,0,0,0,44,2021-08-01,9126324,87479494.42,16.026673652370985
0202,Diag. biom<c3><a9>dico,2021-09,controle,0,0,0,0,0,0,45,2021-09-01,8928467,94458743.58,16.00475538158422
0202,Diag. biom<c3><a9>dico,2021-10,controle,0,0,0,0,0,0,46,2021-10-01,9822858,99637761.91,16.100222778487
0202,Diag. biom<c3><a9>dico,2021-11,controle,0,0,0,0,0,0,47,2021-11-01,8705607,91086505.43,15.979477973662098
0202,Diag. biom<c3><a9>dico,2021-12,controle,0,0,0,0,0,0,48,2021-12-01,9368107,89040924.14,16.052821712801265
0202,Diag. biom<c3><a9>dico,2022-01,controle,0,0,0,0,0,0,49,2022-01-01,9272424,93614793.5,16.042555499879633
0202,Diag. biom<c3><a9>dico,2022-02,controle,0,0,0,0,0,0,50,2022-02-01,8963229,83757328.64,16.008641211061246
0202,Diag. biom<c3><a9>dico,2022-03,controle,0,0,0,0,0,0,51,2022-03-01,9382392,85618397.36,16.05434540571632
0202,Diag. biom<c3><a9>dico,2022-04,controle,0,0,0,0,0,0,52,2022-04-01,9577308,89484338.88,16.074907212784346
0202,Diag. biom<c3><a9>dico,2022-05,controle,0,0,0,0,0,0,53,2022-05-01,9729143,86784223.68,16.090636474958114
0202,Diag. biom<c3><a9>dico,2022-06,controle,0,0,0,0,0,0,54,2022-06-01,9232579,89924884.61,16.038249090713286
0202,Diag. biom<c3><a9>dico,2022-07,controle,0,0,0,0,0,0,55,2022-07-01,9341428,82125505.88,16.04996979636072
0202,Diag. biom<c3><a9>dico,2022-08,controle,0,0,0,0,0,0,56,2022-08-01,9424558,86918909.84,16.05882949975271
0202,Diag. biom<c3><a9>dico,2022-09,controle,0,0,0,0,0,0,57,2022-09-01,9316632,86436199,16.047311855295035
0202,Diag. biom<c3><a9>dico,2022-10,controle,0,0,0,0,0,0,58,2022-10-01,9600380,87641305.3,16.077313343150536
0202,Diag. biom<c3><a9>dico,2022-11,controle,0,0,0,0,0,0,59,2022-11-01,9382368,93433172.65,16.05434284773024
0202,Diag. biom<c3><a9>dico,2022-12,controle,0,0,0,0,0,0,60,2022-12-01,8943612,79993573.04,16.006450204210108
0202,Diag. biom<c3><a9>dico,2023-01,controle,0,1,0,0,0,0,61,2023-01-01,9307963,87333037.52,16.0463809357561
0202,Diag. biom<c3><a9>dico,2023-02,controle,0,1,0,0,0,0,62,2023-02-01,9677913,85186592.51,16.08535694016242
0202,Diag. biom<c3><a9>dico,2023-03,controle,0,1,0,0,0,0,63,2023-03-01,9961587,97145298.55,16.114247054602938
0202,Diag. biom<c3><a9>dico,2023-04,controle,0,1,0,0,0,0,64,2023-04-01,9829331,83912096.73,16.100881534575223
0202,Diag. biom<c3><a9>dico,2023-05,controle,0,1,0,0,0,0,65,2023-05-01,10004877,95910202.54,16.118583332022578
0202,Diag. biom<c3><a9>dico,2023-06,controle,0,1,0,0,0,0,66,2023-06-01,10120887,95785504.04,16.130111965009622
0202,Diag. biom<c3><a9>dico,2023-07,controle,0,1,0,0,0,0,67,2023-07-01,9762427,88355800.46,16.09405169794283
0202,Diag. biom<c3><a9>dico,2023-08,controle,0,1,0,0,0,0,68,2023-08-01,9685591,82169052.15,16.08614997840688
0202,Diag. biom<c3><a9>dico,2023-09,controle,0,1,0,0,0,0,69,2023-09-01,9875162,86428080.37,16.105533374944347
0202,Diag. biom<c3><a9>dico,2023-10,controle,0,1,0,0,0,0,70,2023-10-01,9565995,91628179.2,16.073725285074687
0202,Diag. biom<c3><a9>dico,2023-11,controle,0,1,0,0,0,0,71,2023-11-01,9151234,86768662.43,16.02939940082131
0202,Diag. biom<c3><a9>dico,2023-12,controle,0,1,0,0,0,0,72,2023-12-01,9774739,90498803.09,16.095312065016486
0202,Diag. biom<c3><a9>dico,2024-01,controle,0,1,0,0,0,0,73,2024-01-01,9395993,78918902.28,16.055793986191134
0202,Diag. biom<c3><a9>dico,2024-02,controle,0,1,0,0,0,0,74,2024-02-01,9750816,90665208.91,16.09286163433523
0202,Diag. biom<c3><a9>dico,2024-03,controle,0,1,1,0,0,0,75,2024-03-01,9911425,86699097.54,16.10919879100977
0202,Diag. biom<c3><a9>dico,2024-04,controle,0,1,1,0,0,0,76,2024-04-01,10200384,91576219.16,16.13793602264021
0202,Diag. biom<c3><a9>dico,2024-05,controle,0,1,1,0,0,0,77,2024-05-01,10401357,86601539.05,16.157446932510254
0202,Diag. biom<c3><a9>dico,2024-06,controle,0,1,1,0,0,0,78,2024-06-01,9786005,89879869.3,16.096463963951802
0202,Diag. biom<c3><a9>dico,2024-07,controle,0,1,1,0,0,0,79,2024-07-01,10236979,83726516.46,16.141517212202626
0202,Diag. biom<c3><a9>dico,2024-08,controle,0,1,1,0,0,0,80,2024-08-01,9666606,86505676.65,16.084187926849797
0202,Diag. biom<c3><a9>dico,2024-09,controle,0,1,1,0,0,0,81,2024-09-01,9478801,82358161.66,16.06456849493766
0202,Diag. biom<c3><a9>dico,2024-10,controle,0,1,1,0,0,0,82,2024-10-01,9542771,77480907.12,16.071294567256068
0202,Diag. biom<c3><a9>dico,2024-11,controle,0,1,1,0,0,0,83,2024-11-01,9995265,84941593.12,16.117622138869162
0202,Diag. biom<c3><a9>dico,2024-12,controle,0,1,1,0,0,0,84,2024-12-01,9819119,85372330.53,16.099842063280537
0202,Diag. biom<c3><a9>dico,2025-01,controle,0,1,1,1,0,0,85,2025-01-01,10149739,85082520.21,16.132958647360436
0202,Diag. biom<c3><a9>dico,2025-02,controle,0,1,1,1,0,0,86,2025-02-01,10550376,91330643.42,16.17167215184504
0202,Diag. biom<c3><a9>dico,2025-03,controle,0,1,1,1,0,0,87,2025-03-01,10630160,86847479.69,16.17920589601717
0202,Diag. biom<c3><a9>dico,2025-04,controle,0,1,1,1,0,0,88,2025-04-01,10673688,89086475.57,16.18329229923271
0202,Diag. biom<c3><a9>dico,2025-05,controle,0,1,1,1,0,0,89,2025-05-01,11069382,85918254.48,16.21969356690747
0202,Diag. biom<c3><a9>dico,2025-06,controle,0,1,1,1,0,0,90,2025-06-01,10432161,83674215.18,16.1604040921691
0202,Diag. biom<c3><a9>dico,2025-07,controle,0,1,1,1,0,0,91,2025-07-01,10820086,94832961.63,16.196914872015718
0202,Diag. biom<c3><a9>dico,2025-08,controle,0,1,1,1,0,0,92,2025-08-01,10793862,93466445.78,16.19448828984375
0202,Diag. biom<c3><a9>dico,2025-09,controle,0,1,1,1,0,0,93,2025-09-01,9766275,84449576.74,16.094445784519166
0203,Endoscopia,2018-01,controle,0,0,0,0,0,0,1,2018-01-01,350046,43827583.08,12.765822710164363
0203,Endoscopia,2018-02,controle,0,0,0,0,0,0,2,2018-02-01,345013,44102744.76,12.751340274900308
0203,Endoscopia,2018-03,controle,0,0,0,0,0,0,3,2018-03-01,361108,42836206.82,12.796935130798765
0203,Endoscopia,2018-04,controle,0,0,0,0,0,0,4,2018-04-01,364613,42652336.52,12.806594538734158
0203,Endoscopia,2018-05,controle,0,0,0,0,0,0,5,2018-05-01,357264,45008729.39,12.786233082314446
0203,Endoscopia,2018-06,controle,0,0,0,0,0,0,6,2018-06-01,345156,43595260.07,12.751754664963194
0203,Endoscopia,2018-07,controle,0,0,0,0,0,0,7,2018-07-01,370868,47175160.46,12.823604179504725
0203,Endoscopia,2018-08,controle,0,0,0,0,0,0,8,2018-08-01,367009,46190901.37,12.813144374621892
0203,Endoscopia,2018-09,controle,0,0,0,0,0,0,9,2018-09-01,358961,40113572.12,12.79097181228578
0203,Endoscopia,2018-10,controle,0,0,0,0,0,0,10,2018-10-01,356922,40624970.03,12.785275351223637
0203,Endoscopia,2018-11,controle,0,0,0,0,0,0,11,2018-11-01,354764,40452817.67,12.779210877426474
0203,Endoscopia,2018-12,controle,0,0,0,0,0,0,12,2018-12-01,336966,41862508.53,12.727740281691078
0203,Endoscopia,2019-01,controle,0,0,0,0,0,0,13,2019-01-01,345414,39917603.01,12.752501871661421
0203,Endoscopia,2019-02,controle,0,0,0,0,0,0,14,2019-02-01,367860,41581671,12.815460428406581
0203,Endoscopia,2019-03,controle,0,0,0,0,0,0,15,2019-03-01,360014,39181068.84,12.793900976230928
0203,Endoscopia,2019-04,controle,0,0,0,0,0,0,16,2019-04-01,368111,42839298.31,12.81614251867275
0203,Endoscopia,2019-05,controle,0,0,0,0,0,0,17,2019-05-01,376939,43966294.45,12.839841302570619
0203,Endoscopia,2019-06,controle,0,0,0,0,0,0,18,2019-06-01,381102,41245830.62,12.850824958780587
0203,Endoscopia,2019-07,controle,0,0,0,0,0,0,19,2019-07-01,376866,45729177,12.83964761904094
0203,Endoscopia,2019-08,controle,0,0,0,0,0,0,20,2019-08-01,350132,40924258.11,12.766068361283882
0203,Endoscopia,2019-09,controle,0,0,0,0,0,0,21,2019-09-01,369210,39864835.14,12.81912357531651
0203,Endoscopia,2019-10,controle,0,0,0,0,0,0,22,2019-10-01,353803,40671046.58,12.77649836646641
0203,Endoscopia,2019-11,controle,0,0,0,0,0,0,23,2019-11-01,345214,38305147.94,12.751922690318036
0203,Endoscopia,2019-12,controle,0,0,0,0,0,0,24,2019-12-01,357016,40506339.84,12.785538678675644
0203,Endoscopia,2020-01,controle,0,0,0,0,0,0,25,2020-01-01,366824,42626709.9,12.812640174075668
0203,Endoscopia,2020-02,controle,0,0,0,0,0,0,26,2020-02-01,375937,39698808.21,12.837179515158564
