competencia,uf,cod_subgrupo,nome_subgrupo,qtd_aprovada,valor_total
2022-06,BR,0301,Consultas/Atend.,984979,278579314.31
2022-07,BR,0301,Consultas/Atend.,974097,274669297.09
2022-08,BR,0301,Consultas/Atend.,924947,249509066.61
2022-09,BR,0301,Consultas/Atend.,896035,262417187.6
2022-10,BR,0301,Consultas/Atend.,901417,251402828.07
2022-11,BR,0301,Consultas/Atend.,886913,264461533.63
2022-12,BR,0301,Consultas/Atend.,893116,263528001.18
2023-01,BR,0301,Consultas/Atend.,931871,251372773.78
2023-02,BR,0301,Consultas/Atend.,895322,263092359.59
2023-03,BR,0301,Consultas/Atend.,976972,253491465.01
2023-04,BR,0301,Consultas/Atend.,946558,280096096.51
2023-05,BR,0301,Consultas/Atend.,948078,242751744.77
2023-06,BR,0301,Consultas/Atend.,941254,243115800.57
2023-07,BR,0301,Consultas/Atend.,1003644,302665499.13
2023-08,BR,0301,Consultas/Atend.,969786,268433458.82
2023-09,BR,0301,Consultas/Atend.,917852,281039935.79
2023-10,BR,0301,Consultas/Atend.,922985,246014857.56
2023-11,BR,0301,Consultas/Atend.,910940,246718508.09
2023-12,BR,0301,Consultas/Atend.,861147,257457361.32
2024-01,BR,0301,Consultas/Atend.,915919,258889872.98
2024-02,BR,0301,Consultas/Atend.,964192,252243617.39
2024-03,BR,0301,Consultas/Atend.,957929,258225370.48
2024-04,BR,0301,Consultas/Atend.,1007129,264255946.07
2024-05,BR,0301,Consultas/Atend.,949344,257900677.99
2024-06,BR,0301,Consultas/Atend.,976872,247131722.16
2024-07,BR,0301,Consultas/Atend.,1083317,278248361.31
2024-08,BR,0301,Consultas/Atend.,1019272,280908500.7
2024-09,BR,0301,Consultas/Atend.,920167,235526337.38
2024-10,BR,0301,Consultas/Atend.,918010,256116492.21
2024-11,BR,0301,Consultas/Atend.,896693,251037527.83
2024-12,BR,0301,Consultas/Atend.,962210,252630470.19
2025-01,BR,0301,Consultas/Atend.,955472,241926669.19
2025-02,BR,0301,Consultas/Atend.,1018415,287425945.59
2025-03,BR,0301,Consultas/Atend.,1025920,299601271.27
2025-04,BR,0301,Consultas/Atend.,1011051,308331521.46
2025-05,BR,0301,Consultas/Atend.,1067716,321039179.05
2025-06,BR,0301,Consultas/Atend.,1049538,316601745.49
2025-07,BR,0301,Consultas/Atend.,1035574,287252684.87
2025-08,BR,0301,Consultas/Atend.,1018802,275948591.97
2025-09,BR,0301,Consultas/Atend.,1014844,282967256.91
2018-01,SP,0301,Consultas/Atend.,172093,43848257.05
2018-02,SP,0301,Consultas/Atend.,169758,45899736.37
2018-03,SP,0301,Consultas/Atend.,173709,43956453.61
2018-04,SP,0301,Consultas/Atend.,184434,55434369.27
2018-05,SP,0301,Consultas/Atend.,199976,54721717.54
2018-06,SP,0301,Consultas/Atend.,189334,55739004.46
2018-07,SP,0301,Consultas/Atend.,196495,49874553.28
2018-08,SP,0301,Consultas/Atend.,189920,48502072.15
2018-09,SP,0301,Consultas/Atend.,181060,55062857.96
2018-10,SP,0301,Consultas/Atend.,178711,48237148.72
2018-11,SP,0301,Consultas/Atend.,173172,53136567.68
2018-12,SP,0301,Consultas/Atend.,177534,46844001.38
2019-01,SP,0301,Consultas/Atend.,195067,56292478.15
2019-02,SP,0301,Consultas/Atend.,197018,54396405.87
2019-03,SP,0301,Consultas/Atend.,184846,49477576.32
2019-04,SP,0301,Consultas/Atend.,194783,52994690.31
2019-05,SP,0301,Consultas/Atend.,208489,61304358.96
2019-06,SP,0301,Consultas/Atend.,215280,56184651.72
2019-07,SP,0301,Consultas/Atend.,194275,54183459.31
2019-08,SP,0301,Consultas/Atend.,195138,58078225.33
2019-09,SP,0301,Consultas/Atend.,183494,47174733.98
2019-10,SP,0301,Consultas/Atend.,194575,49474060.73
2019-11,SP,0301,Consultas/Atend.,163099,44510876.69
2019-12,SP,0301,Consultas/Atend.,190503,52701562.97
2020-01,SP,0301,Consultas/Atend.,184786,48269638.91
2020-02,SP,0301,Consultas/Atend.,193662,56237348.1
2020-03,SP,0301,Consultas/Atend.,115847,32245784.82
2020-04,SP,0301,Consultas/Atend.,109145,29213326.77
2020-05,SP,0301,Consultas/Atend.,123844,35249023.25
2020-06,SP,0301,Consultas/Atend.,113118,30976378.15
2020-07,SP,0301,Consultas/Atend.,145782,39366081.81
2020-08,SP,0301,Consultas/Atend.,154675,45130384.7
2020-09,SP,0301,Consultas/Atend.,160981,41545230.28
2020-10,SP,0301,Consultas/Atend.,145168,41307129.69
2020-11,SP,0301,Consultas/Atend.,157052,42040775.45
2020-12,SP,0301,Consultas/Atend.,159283,41011965.07
2021-01,SP,0301,Consultas/Atend.,164994,42373869.75
2021-02,SP,0301,Consultas/Atend.,161943,46766127.72
2021-03,SP,0301,Consultas/Atend.,149243,41710735.43
2021-04,SP,0301,Consultas/Atend.,195580,55323720.38
2021-05,SP,0301,Consultas/Atend.,164317,46130586.85
2021-06,SP,0301,Consultas/Atend.,184868,55689431.66
2021-07,SP,0301,Consultas/Atend.,189742,50630400.72
2021-08,SP,0301,Consultas/Atend.,185016,47918064.68
2021-09,SP,0301,Consultas/Atend.,199498,58338346.64
2021-10,SP,0301,Consultas/Atend.,180265,48043591.38
2021-11,SP,0301,Consultas/Atend.,197797,50509977.32
2021-12,SP,0301,Consultas/Atend.,174527,53550768.77
2022-01,SP,0301,Consultas/Atend.,199757,51148290.6
2022-02,SP,0301,Consultas/Atend.,192652,55991499.15
2022-03,SP,0301,Consultas/Atend.,199323,56318475.22
2022-04,SP,0301,Consultas/Atend.,202567,61598089.93
2022-05,SP,0301,Consultas/Atend.,181507,48046837.99
2022-06,SP,0301,Consultas/Atend.,193650,55850055.36
2022-07,SP,0301,Consultas/Atend.,226504,67925731.76
2022-08,SP,0301,Consultas/Atend.,199008,51740670.47
2022-09,SP,0301,Consultas/Atend.,211208,53957032.11
2022-10,SP,0301,Consultas/Atend.,193969,56450716.23
2022-11,SP,0301,Consultas/Atend.,197375,53130889.2
2022-12,SP,0301,Consultas/Atend.,184002,55584434.11
2023-01,SP,0301,Consultas/Atend.,205020,52572628.74
2023-02,SP,0301,Consultas/Atend.,208426,53862845.45
2023-03,SP,0301,Consultas/Atend.,206928,54333079.47
2023-04,SP,0301,Consultas/Atend.,204589,55542443.42
2023-05,SP,0301,Consultas/Atend.,174059,53139605.78
2023-06,SP,0301,Consultas/Atend.,213372,60896888.28
2023-07,SP,0301,Consultas/Atend.,229419,67910166.84
2023-08,SP,0301,Consultas/Atend.,200051,59833076.32
2023-09,SP,0301,Consultas/Atend.,190720,52869050.85
2023-10,SP,0301,Consultas/Atend.,214552,55072695.59
2023-11,SP,0301,Consultas/Atend.,176628,49299240.47
2023-12,SP,0301,Consultas/Atend.,206960,57825282.63
2024-01,SP,0301,Consultas/Atend.,186070,50069208.8
2024-02,SP,0301,Consultas/Atend.,189086,49095100.53
2024-03,SP,0301,Consultas/Atend.,194780,57932005.96
2024-04,SP,0301,Consultas/Atend.,196489,55846056.69
2024-05,SP,0301,Consultas/Atend.,202200,53819197.56
2024-06,SP,0301,Consultas/Atend.,204026,54043815.99
2024-07,SP,0301,Consultas/Atend.,209842,56812115.54
2024-08,SP,0301,Consultas/Atend.,199965,54318944.23
2024-09,SP,0301,Consultas/Atend.,210551,64062907.89
2024-10,SP,0301,Consultas/Atend.,214995,61997983.73
2024-11,SP,0301,Consultas/Atend.,205607,62411468.71
2024-12,SP,0301,Consultas/Atend.,197904,59364194.22
2025-01,SP,0301,Consultas/Atend.,200896,57902123.01
2025-02,SP,0301,Consultas/Atend.,212131,53498206.02
2025-03,SP,0301,Consultas/Atend.,221444,58447573.07
2025-04,SP,0301,Consultas/Atend.,234040,65770606.44
2025-05,SP,0301,Consultas/Atend.,217668,64107243.61
2025-06,SP,0301,Consultas/Atend.,238463,64711128.83
2025-07,SP,0301,Consultas/Atend.,224799,59157005.41
2025-08,SP,0301,Consultas/Atend.,233991,60367736.45
2025-09,SP,0301,Consultas/Atend.,204685,54756386.46
2018-01,RJ,0301,Consultas/Atend.,71500,21201385.15
2018-02,RJ,0301,Consultas/Atend.,64715,16448850.49
2018-03,RJ,0301,Consultas/Atend.,67543,19810185.36
2018-04,RJ,0301,Consultas/Atend.,68916,20297753.98
2018-05,RJ,0301,Consultas/Atend.,74731,22988042.95
2018-06,RJ,0301,Consultas/Atend.,58965,16952766.12
2018-07,RJ,0301,Consultas/Atend.,64133,18344543.89
2018-08,RJ,0301,Consultas/Atend.,73046,22168979.25
2018-09,RJ,0301,Consultas/Atend.,72519,19120648.56
2018-10,RJ,0301,Consultas/Atend.,68775,21156201.78
2018-11,RJ,0301,Consultas/Atend.,67290,18149960.13
2018-12,RJ,0301,Consultas/Atend.,71348,21959171.12
2019-01,RJ,0301,Consultas/Atend.,71535,20185119.08
2019-02,RJ,0301,Consultas/Atend.,67723,18805897.9
2019-03,RJ,0301,Consultas/Atend.,71306,21069562.81
2019-04,RJ,0301,Consultas/Atend.,70973,19784805.61
2019-05,RJ,0301,Consultas/Atend.,77949,21571555.78
2019-06,RJ,0301,Consultas/Atend.,75523,21250663.56
2019-07,RJ,0301,Consultas/Atend.,77067,23044524.4
2019-08,RJ,0301,Consultas/Atend.,79975,21078660.41
2019-09,RJ,0301,Consultas/Atend.,71878,20011983.8
2019-10,RJ,0301,Consultas/Atend.,71253,20884657.9
2019-11,RJ,0301,Consultas/Atend.,64836,17297599.21
2019-12,RJ,0301,Consultas/Atend.,67988,18939445.42
2020-01,RJ,0301,Consultas/Atend.,67616,17858098.41
2020-02,RJ,0301,Consultas/Atend.,67817,19796040.88
2020-03,RJ,0301,Consultas/Atend.,37028,11098130.63
2020-04,RJ,0301,Consultas/Atend.,42458,10974788.4
2020-05,RJ,0301,Consultas/Atend.,42336,11902301.82
2020-06,RJ,0301,Consultas/Atend.,43481,11819569.9
2020-07,RJ,0301,Consultas/Atend.,63482,16724789.44
2020-08,RJ,0301,Consultas/Atend.,62078,18067883.26
2020-09,RJ,0301,Consultas/Atend.,55167,14525518.09
2020-10,RJ,0301,Consultas/Atend.,56259,15160791.23
2020-11,RJ,0301,Consultas/Atend.,62574,16943339.68
2020-12,RJ,0301,Consultas/Atend.,62891,18546740.13
2021-01,RJ,0301,Consultas/Atend.,57064,17059848.2
2021-02,RJ,0301,Consultas/Atend.,55774,16493894.09
2021-03,RJ,0301,Consultas/Atend.,54357,13989156.56
2021-04,RJ,0301,Consultas/Atend.,62493,16707546.94
2021-05,RJ,0301,Consultas/Atend.,66099,18476081.03
2021-06,RJ,0301,Consultas/Atend.,73625,22491731.97
2021-07,RJ,0301,Consultas/Atend.,75779,19659290
2021-08,RJ,0301,Consultas/Atend.,71271,20149136.05
2021-09,RJ,0301,Consultas/Atend.,76047,22896256.85
2021-10,RJ,0301,Consultas/Atend.,77455,22585337.86
2021-11,RJ,0301,Consultas/Atend.,72170,21872827.4
2021-12,RJ,0301,Consultas/Atend.,70928,19879876.91
2022-01,RJ,0301,Consultas/Atend.,68419,20184447.24
2022-02,RJ,0301,Consultas/Atend.,75901,20393262
2022-03,RJ,0301,Consultas/Atend.,73454,22140469.82
2022-04,RJ,0301,Consultas/Atend.,82913,24319646.55
2022-05,RJ,0301,Consultas/Atend.,82948,22693292.16
2022-06,RJ,0301,Consultas/Atend.,77118,22343151.82
2022-07,RJ,0301,Consultas/Atend.,75225,19538809.03
2022-08,RJ,0301,Consultas/Atend.,76476,22763108.5
2022-09,RJ,0301,Consultas/Atend.,74667,20651940.16
2022-10,RJ,0301,Consultas/Atend.,75565,23097637.97
2022-11,RJ,0301,Consultas/Atend.,81430,20898270.74
2022-12,RJ,0301,Consultas/Atend.,72472,20996037.46
2023-01,RJ,0301,Consultas/Atend.,74886,22848012.74
2023-02,RJ,0301,Consultas/Atend.,75704,23069650.02
2023-03,RJ,0301,Consultas/Atend.,82619,21051463.46
2023-04,RJ,0301,Consultas/Atend.,82573,22553883.83
2023-05,RJ,0301,Consultas/Atend.,77140,21128806.13
2023-06,RJ,0301,Consultas/Atend.,76705,20435586.8
2023-07,RJ,0301,Consultas/Atend.,81365,24891361.61
2023-08,RJ,0301,Consultas/Atend.,87015,25369031.12
2023-09,RJ,0301,Consultas/Atend.,72585,21081859.61
2023-10,RJ,0301,Consultas/Atend.,77914,21416344.91
2023-11,RJ,0301,Consultas/Atend.,73587,20248508.13
2023-12,RJ,0301,Consultas/Atend.,68296,17967860.26
2024-01,RJ,0301,Consultas/Atend.,77362,23475965.75
2024-02,RJ,0301,Consultas/Atend.,82092,25063313.28
2024-03,RJ,0301,Consultas/Atend.,79800,21813891.36
2024-04,RJ,0301,Consultas/Atend.,73094,18941513.12
2024-05,RJ,0301,Consultas/Atend.,79227,21695628.15
2024-06,RJ,0301,Consultas/Atend.,75280,20594398.65
2024-07,RJ,0301,Consultas/Atend.,84350,24067822.57
2024-08,RJ,0301,Consultas/Atend.,77967,20284336.33
2024-09,RJ,0301,Consultas/Atend.,83406,25264232.95
2024-10,RJ,0301,Consultas/Atend.,83060,23406993.64
2024-11,RJ,0301,Consultas/Atend.,76047,21376488.73
2024-12,RJ,0301,Consultas/Atend.,71950,20160858
2025-01,RJ,0301,Consultas/Atend.,75035,21005721.83
2025-02,RJ,0301,Consultas/Atend.,82897,23753457.24
2025-03,RJ,0301,Consultas/Atend.,91089,23097873.75
2025-04,RJ,0301,Consultas/Atend.,86429,24901137.08
2025-05,RJ,0301,Consultas/Atend.,85916,21882450.19
2025-06,RJ,0301,Consultas/Atend.,97691,24680462.76
2025-07,RJ,0301,Consultas/Atend.,83711,22196678.19
2025-08,RJ,0301,Consultas/Atend.,85114,23173030.18
2025-09,RJ,0301,Consultas/Atend.,85487,22805216.73
2018-01,MG,0301,Consultas/Atend.,83535,21067620.46
2018-02,MG,0301,Consultas/Atend.,86977,22273952.94
2018-03,MG,0301,Consultas/Atend.,86146,22372961.18
2018-04,MG,0301,Consultas/Atend.,84441,25122640.87
2018-05,MG,0301,Consultas/Atend.,84193,24821685.89
2018-06,MG,0301,Consultas/Atend.,86986,25181511.24
2018-07,MG,0301,Consultas/Atend.,79961,24325212.58
2018-08,MG,0301,Consultas/Atend.,87270,26773122.34
2018-09,MG,0301,Consultas/Atend.,88503,23334894.81
2018-10,MG,0301,Consultas/Atend.,81742,20878488.9
2018-11,MG,0301,Consultas/Atend.,78172,21180225
2018-12,MG,0301,Consultas/Atend.,86623,21921945.22
2019-01,MG,0301,Consultas/Atend.,87592,25369732.06
2019-02,MG,0301,Consultas/Atend.,78667,23900532.26
2019-03,MG,0301,Consultas/Atend.,87968,25888710.38
2019-04,MG,0301,Consultas/Atend.,91095,27667246.04
2019-05,MG,0301,Consultas/Atend.,85712,22068096.3
2019-06,MG,0301,Consultas/Atend.,97013,25964473.87
2019-07,MG,0301,Consultas/Atend.,90638,24723472.22
2019-08,MG,0301,Consultas/Atend.,88269,24173054.78
2019-09,MG,0301,Consultas/Atend.,80067,23284109.85
2019-10,MG,0301,Consultas/Atend.,79065,21699598.52
2019-11,MG,0301,Consultas/Atend.,72808,22200411.2
2019-12,MG,0301,Consultas/Atend.,81815,23099148.91
2020-01,MG,0301,Consultas/Atend.,78551,21235526.24
2020-02,MG,0301,Consultas/Atend.,94710,27910743.78
2020-03,MG,0301,Consultas/Atend.,50824,14459553.98
2020-04,MG,0301,Consultas/Atend.,47686,14132595.37
2020-05,MG,0301,Consultas/Atend.,57466,14885121.15
2020-06,MG,0301,Consultas/Atend.,52389,13610960.92
2020-07,MG,0301,Consultas/Atend.,68407,18954145.25
2020-08,MG,0301,Consultas/Atend.,68573,20754730.52
2020-09,MG,0301,Consultas/Atend.,73419,18880710.15
2020-10,MG,0301,Consultas/Atend.,64782,17202456.71
2020-11,MG,0301,Consultas/Atend.,76603,21508378.08
2020-12,MG,0301,Consultas/Atend.,66286,19511562.28
2021-01,MG,0301,Consultas/Atend.,67750,19798758.44
2021-02,MG,0301,Consultas/Atend.,70993,19273018.18
2021-03,MG,0301,Consultas/Atend.,71352,20927813.18
2021-04,MG,0301,Consultas/Atend.,80263,23028924.4
2021-05,MG,0301,Consultas/Atend.,87488,25375839.69
2021-06,MG,0301,Consultas/Atend.,82771,20983987.67
2021-07,MG,0301,Consultas/Atend.,100011,30248732.63
2021-08,MG,0301,Consultas/Atend.,85135,25158076.81
2021-09,MG,0301,Consultas/Atend.,86687,24011095.37
2021-10,MG,0301,Consultas/Atend.,90532,23115750.93
2021-11,MG,0301,Consultas/Atend.,82798,22608857.39
2021-12,MG,0301,Consultas/Atend.,90013,24846924.99
2022-01,MG,0301,Consultas/Atend.,77943,23108638.47
2022-02,MG,0301,Consultas/Atend.,89255,26925909.38
2022-03,MG,0301,Consultas/Atend.,85753,25847468.28
2022-04,MG,0301,Consultas/Atend.,98365,29280481.97
2022-05,MG,0301,Consultas/Atend.,102571,26637098
2022-06,MG,0301,Consultas/Atend.,97840,27370671.93
2022-07,MG,0301,Consultas/Atend.,82531,21087808.98
2022-08,MG,0301,Consultas/Atend.,100331,28087174.39
2022-09,MG,0301,Consultas/Atend.,81726,23889675.68
2022-10,MG,0301,Consultas/Atend.,86826,23929465.98
2022-11,MG,0301,Consultas/Atend.,90054,23675950.93
2022-12,MG,0301,Consultas/Atend.,83544,21572764.29
2023-01,MG,0301,Consultas/Atend.,86130,23146580.24
2023-02,MG,0301,Consultas/Atend.,97408,26400501.59
2023-03,MG,0301,Consultas/Atend.,90986,24833239.45
2023-04,MG,0301,Consultas/Atend.,95765,29428671.37
2023-05,MG,0301,Consultas/Atend.,105978,27718169.04
2023-06,MG,0301,Consultas/Atend.,88711,24146471.27
2023-07,MG,0301,Consultas/Atend.,99094,28498516.44
2023-08,MG,0301,Consultas/Atend.,96631,29464254.75
2023-09,MG,0301,Consultas/Atend.,92395,26512960.49
2023-10,MG,0301,Consultas/Atend.,95759,27288255.62
2023-11,MG,0301,Consultas/Atend.,96290,24326757.79
2023-12,MG,0301,Consultas/Atend.,95292,24620886.75
2024-01,MG,0301,Consultas/Atend.,93757,27948728.55
2024-02,MG,0301,Consultas/Atend.,95023,24098256.05
2024-03,MG,0301,Consultas/Atend.,92265,27889920.06
2024-04,MG,0301,Consultas/Atend.,91418,24900526.74
2024-05,MG,0301,Consultas/Atend.,102979,27359405.82
2024-06,MG,0301,Consultas/Atend.,99046,28090617.39
2024-07,MG,0301,Consultas/Atend.,89779,27396555.01
2024-08,MG,0301,Consultas/Atend.,94424,28624843.55
2024-09,MG,0301,Consultas/Atend.,86569,22301891.67
2024-10,MG,0301,Consultas/Atend.,92773,25269801.09
2024-11,MG,0301,Consultas/Atend.,95746,24261042.33
2024-12,MG,0301,Consultas/Atend.,100784,29327470.09
2025-01,MG,0301,Consultas/Atend.,87453,22199006.24
2025-02,MG,0301,Consultas/Atend.,103895,27729869.05
2025-03,MG,0301,Consultas/Atend.,102118,26230512.83
2025-04,MG,0301,Consultas/Atend.,113394,28951405.63
2025-05,MG,0301,Consultas/Atend.,109637,28075832.38
2025-06,MG,0301,Consultas/Atend.,106600,31698393.85
2025-07,MG,0301,Consultas/Atend.,105316,31690650.94
2025-08,MG,0301,Consultas/Atend.,107258,32628567.28
2025-09,MG,0301,Consultas/Atend.,106998,27611839.3
2018-01,BA,0301,Consultas/Atend.,60891,15539261.05
2018-02,BA,0301,Consultas/Atend.,63629,19251055.23
2018-03,BA,0301,Consultas/Atend.,60876,18181495.79
2018-04,BA,0301,Consultas/Atend.,65180,19267746.55
2018-05,BA,0301,Consultas/Atend.,57417,14540886.16
2018-06,BA,0301,Consultas/Atend.,66360,16743926.9
2018-07,BA,0301,Consultas/Atend.,63312,16961515.33
2018-08,BA,0301,Consultas/Atend.,56586,15939853.92
2018-09,BA,0301,Consultas/Atend.,58691,16228022.95
2018-10,BA,0301,Consultas/Atend.,61614,16361634.06
2018-11,BA,0301,Consultas/Atend.,51715,14228509.29
2018-12,BA,0301,Consultas/Atend.,54063,13651305.22
2019-01,BA,0301,Consultas/Atend.,65525,18350815.14
2019-02,BA,0301,Consultas/Atend.,65554,18395416.08
2019-03,BA,0301,Consultas/Atend.,65326,18369425.93
2019-04,BA,0301,Consultas/Atend.,62768,17392343.07
2019-05,BA,0301,Consultas/Atend.,57904,14926348.4
2019-06,BA,0301,Consultas/Atend.,63794,17594526.87
2019-07,BA,0301,Consultas/Atend.,59172,17737163.07
2019-08,BA,0301,Consultas/Atend.,68080,17205867.55
2019-09,BA,0301,Consultas/Atend.,61637,17255143.34
2019-10,BA,0301,Consultas/Atend.,70227,18181067.59
2019-11,BA,0301,Consultas/Atend.,60399,17673594.77
2019-12,BA,0301,Consultas/Atend.,62361,17353100.4
2020-01,BA,0301,Consultas/Atend.,59150,16772961.49
2020-02,BA,0301,Consultas/Atend.,63126,16243101.93
2020-03,BA,0301,Consultas/Atend.,37825,9563660.48
2020-04,BA,0301,Consultas/Atend.,32971,9133688.69
2020-05,BA,0301,Consultas/Atend.,35705,10324523.75
2020-06,BA,0301,Consultas/Atend.,34549,10481229.86
2020-07,BA,0301,Consultas/Atend.,52069,13863357.29
2020-08,BA,0301,Consultas/Atend.,50056,15363318.55
2020-09,BA,0301,Consultas/Atend.,43033,12787081.45
2020-10,BA,0301,Consultas/Atend.,53146,14590121.97
2020-11,BA,0301,Consultas/Atend.,45891,11644285.39
2020-12,BA,0301,Consultas/Atend.,52786,14226155.23
2021-01,BA,0301,Consultas/Atend.,55492,15872499.07
2021-02,BA,0301,Consultas/Atend.,46710,13280443.03
2021-03,BA,0301,Consultas/Atend.,53921,14362183.68
2021-04,BA,0301,Consultas/Atend.,60394,16990516.34
2021-05,BA,0301,Consultas/Atend.,60353,17175435.47
2021-06,BA,0301,Consultas/Atend.,55000,15099681.13
2021-07,BA,0301,Consultas/Atend.,70392,18785249.98
2021-08,BA,0301,Consultas/Atend.,70076,20792729.6
2021-09,BA,0301,Consultas/Atend.,61308,17976213.13
2021-10,BA,0301,Consultas/Atend.,65835,16802587.97
2021-11,BA,0301,Consultas/Atend.,63849,18391035.94
2021-12,BA,0301,Consultas/Atend.,59874,18184706.08
2022-01,BA,0301,Consultas/Atend.,64097,18726557.14
2022-02,BA,0301,Consultas/Atend.,60802,17266696.79
2022-03,BA,0301,Consultas/Atend.,69977,21232150.4
2022-04,BA,0301,Consultas/Atend.,65580,19148720.37
2022-05,BA,0301,Consultas/Atend.,65228,18980559.41
2022-06,BA,0301,Consultas/Atend.,70825,20750147.72
2022-07,BA,0301,Consultas/Atend.,66779,19778845.84
2022-08,BA,0301,Consultas/Atend.,66125,17628574.36
2022-09,BA,0301,Consultas/Atend.,58349,17144084.19
2022-10,BA,0301,Consultas/Atend.,65725,18503424.67
2022-11,BA,0301,Consultas/Atend.,58171,14663237.36
2022-12,BA,0301,Consultas/Atend.,65022,16874535.52
2023-01,BA,0301,Consultas/Atend.,64467,18693600.13
2023-02,BA,0301,Consultas/Atend.,63490,19508806.92
2023-03,BA,0301,Consultas/Atend.,66418,17237429.21
2023-04,BA,0301,Consultas/Atend.,73480,22114053.3
2023-05,BA,0301,Consultas/Atend.,75128,19213204.73
2023-06,BA,0301,Consultas/Atend.,72686,19646189.88
2023-07,BA,0301,Consultas/Atend.,68663,17682129.93
2023-08,BA,0301,Consultas/Atend.,69611,19557365.85
2023-09,BA,0301,Consultas/Atend.,64774,19571720.06
2023-10,BA,0301,Consultas/Atend.,71173,20988086.92
2023-11,BA,0301,Consultas/Atend.,67289,20501745.93
2023-12,BA,0301,Consultas/Atend.,63367,16749867.42
2024-01,BA,0301,Consultas/Atend.,68842,19597428.11
2024-02,BA,0301,Consultas/Atend.,67621,17966538.85
2024-03,BA,0301,Consultas/Atend.,67884,20009837.26
2024-04,BA,0301,Consultas/Atend.,67005,18978002.4
2024-05,BA,0301,Consultas/Atend.,70198,18128877.06
2024-06,BA,0301,Consultas/Atend.,69448,19626718.13
2024-07,BA,0301,Consultas/Atend.,67236,17340013.64
2024-08,BA,0301,Consultas/Atend.,67661,17222559.82
2024-09,BA,0301,Consultas/Atend.,63337,18076724.32
2024-10,BA,0301,Consultas/Atend.,63372,18896543.24
2024-11,BA,0301,Consultas/Atend.,60397,18199585.81
2024-12,BA,0301,Consultas/Atend.,64629,16493290.89
2025-01,BA,0301,Consultas/Atend.,74086,19986429.38
2025-02,BA,0301,Consultas/Atend.,72522,20000520.26
2025-03,BA,0301,Consultas/Atend.,72314,19681587.03
2025-04,BA,0301,Consultas/Atend.,67756,20804265.2
